,GEM plant ID,Plant name (English),Owner,Owner GEM entity ID,Parent (English),Parent GEM entity ID,Location address,Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,Plant age,Status,Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Retired year,latitude,longitude,geometry,GID_1,within_target_boundaries,which_boundary,GID_2,GID_3,GID_4,GID_5
59,P100000120048,Gerdau São Paulo Araçariguama steel plant,Gerdau Acos Longos SA,E100001010277,Gerdau SA [99.8%],E100001010270 [99.8%],"Rodovia Presidente Castelo Branco – Km 52, s/nº - Ronda - 18147-000 – Araçariguama – SP, Brazil",Araçariguama,São Paulo,Brazil,Latin America and the Caribbean,"-23.4386400, -47.0882500",exact,20,operating,950.0,,,,2006,,,,,-23.43864,-47.08825,POINT (-47.08825 -23.43864),BRA.25_1,1,BRA.25_1,,,,
60,P100000120049,Gerdau Guaíra Araucária steel plant,Gerdau Acos Longos SA,E100001010277,Gerdau SA [99.8%],E100001010270 [99.8%],"Rodovia PR - 423, Km 24,5, 83705-000 – Araucária – PR, Brazil",Araucária,Paraná,Brazil,Latin America and the Caribbean,"-25.5640410, -49.4217290",exact,44,mothballed,420.0,,,,1982,,,,,-25.564041,-49.421729,POINT (-49.421729 -25.564041),BRA.16_1,1,BRA.16_1,,,,
61,P100000120049,Gerdau Guaíra Araucária steel plant,Gerdau Acos Longos SA,E100001010277,Gerdau SA [99.8%],E100001010270 [99.8%],"Rodovia PR - 423, Km 24,5, 83705-000 – Araucária – PR, Brazil",Araucária,Paraná,Brazil,Latin America and the Caribbean,"-25.5640410, -49.4217290",exact,44,retired,120.0,,,,1982,,,,,-25.564041,-49.421729,POINT (-49.421729 -25.564041),BRA.16_1,1,BRA.16_1,,,,
62,P100000120050,ArcelorMittal Barra Mansa steel plant,ArcelorMittal Brasil SA,E100001000493,ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],E100000000687 [97.1%]; E100001015587 [2.9%],"Avenida Homero Leite, 1051, Saudade - 27313-190 - Barra Mansa / RJ Brasil",Barra Mansa,Rio de Janeiro,Brazil,Latin America and the Caribbean,"-22.5258060, -44.1910670",exact,89,operating,800.0,,,,1937,,,,,-22.525806,-44.191067,POINT (-44.191067 -22.525806),,0,,,,,
63,P100000120051,Simec Pindamonhangaba steel plant,GV do Brasil Industria e Comercio de Aço Ltda,E100000130990,Grupo Simec SAB de CV [100.0%],E100000130728 [100.0%],"Rod. Vereador Abel Fabricio Dias, 4320, km 154, Água Preta - CEP 12445-010 - Pindamonhangaba - SP - Brasil",Pindamonhangaba,São Paulo,Brazil,Latin America and the Caribbean,"-22.9219120, -45.4132340",exact,11,construction,700.0,,,,2015,,,,,-22.921912,-45.413234,POINT (-45.413234 -22.921912),BRA.25_1,1,BRA.25_1,,,,
64,P100000120051,Simec Pindamonhangaba steel plant,GV do Brasil Industria e Comercio de Aço Ltda,E100000130990,Grupo Simec SAB de CV [100.0%],E100000130728 [100.0%],"Rod. Vereador Abel Fabricio Dias, 4320, km 154, Água Preta - CEP 12445-010 - Pindamonhangaba - SP - Brasil",Pindamonhangaba,São Paulo,Brazil,Latin America and the Caribbean,"-22.9219120, -45.4132340",exact,11,operating,500.0,,,,2015,,,,,-22.921912,-45.413234,POINT (-45.413234 -22.921912),BRA.25_1,1,BRA.25_1,,,,
65,P100000120052,Simec Cariacica steel plant,GV do Brasil Industria e Comercio de Aço Ltda,E100000130990,Grupo Simec SAB de CV [100.0%],E100000130728 [100.0%],"Rua Leopoldina, 900, Jardim América - CEP 29140-075 - Cariacica - ES - Brasil",Cariacica,Espírito Santo,Brazil,Latin America and the Caribbean,"-20.3429100, -40.3608640",exact,84,announced,1100.0,,,,1942,,,,,-20.34291,-40.360864,POINT (-40.360864 -20.34291),BRA.8_1,1,BRA.8_1,,,,
66,P100000120052,Simec Cariacica steel plant,GV do Brasil Industria e Comercio de Aço Ltda,E100000130990,Grupo Simec SAB de CV [100.0%],E100000130728 [100.0%],"Rua Leopoldina, 900, Jardim América - CEP 29140-075 - Cariacica - ES - Brasil",Cariacica,Espírito Santo,Brazil,Latin America and the Caribbean,"-20.3429100, -40.3608640",exact,84,operating,600.0,,,,1942,,,,,-20.34291,-40.360864,POINT (-40.360864 -20.34291),BRA.8_1,1,BRA.8_1,,,,
67,P100000120053,Aperam Timóteo steel plant,Aperam Inox America do Sul SA,E100000130690,Aperam SA,E100000130966,"Praça 1º de Maio, 9, Centro – Timóteo, Minas Gerais, CEP 35180-018, Brazil",Timóteo,Minas Gerais,Brazil,Latin America and the Caribbean,"-19.5312720, -42.6399790",exact,77,operating,900.0,701.0,,,1949,,,,,-19.531272,-42.639979,POINT (-42.639979 -19.531272),BRA.13_1,1,BRA.13_1,,,,
68,P100000120054,Viena Açailândia iron works,Andrade Valladares Engenharia e Construcao Ltda,E100000130884,natural person(s); RKV Participacoes Ltda; Skv Participacoes Ltda; Viena Administracao e Participacoes Ltda,E100000123261; E100002007562; E100002007563; E100002007564,"Fazenda Medalha – Povoado Pequiá – 65930-000 Açailândia - MA, Brazil",Açailândia,Maranhão,Brazil,Latin America and the Caribbean,"-4.8878770, -47.3921570",exact,38,operating,,500.0,,,1988,,,,,-4.887877,-47.392157,POINT (-47.392157 -4.887877),BRA.10_1,1,BRA.10_1,,,,
69,P100000120055,Gerdau Pindamonhangaba steel plant,Gerdau SA,E100001010270,Gerdau SA [100.0%],E100001010270 [100.0%],"Rodovia Engenheiro Luiz Dumont Villares, s/n - Km 02 - Res. Comercial Cidade Vista Alegre, Pindamonhangaba - SP, 12442-260, Brazil",Pindamonhangaba,São Paulo,Brazil,Latin America and the Caribbean,"-22.8991800, -45.3477260",exact,46,operating,530.0,,,,1980,,,,,-22.89918,-45.347726,POINT (-45.347726 -22.89918),BRA.25_1,1,BRA.25_1,,,,
70,P100000120056,Byelorussian Steel Works,BMZ-Upravlyayushchaya Kompaniya Kholdinga BMK JSC,E100000130960,BMZ-Upravlyayushchaya Kompaniya Kholdinga BMK JSC [100.0%],E100000130960 [100.0%],"37, Promyshlennaya St, Zhlobin, Gomel region, Belarus 247210",Zhlobin,Gomel Region,Belarus,Eastern Europe,"52.8493210, 29.9889850",exact,42,operating,3000.0,,,,1984,,,,,52.849321,29.988985,POINT (29.988985 52.849321),,0,,,,,
71,P100000120057,ArcelorMittal Montreal steel plant,ArcelorMittal Long Products Canada GP,E100001000502,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"800, Montée de la Pomme d'Or, Contrecœur (Quebec), J0L 1C0, Canada",Contrecœur,Quebec,Canada,Northern America,"45.8351480, -73.2549570",exact,112,operating,2400.0,1650.0,,,1914,,,,,45.835148,-73.254957,POINT (-73.254957 45.835148),CAN.24,1,CAN.24,,,,
72,P100000120058,ArcelorMittal Dofasco steel plant,ArcelorMittal Dofasco GP,E100001000495,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"Hamilton, 1330 Burlington St. E., Ontario, Canada, L8N 3J5",Hamilton,Ontario,Canada,Northern America,"43.2692550, -79.8048580",exact,114,announced,2400.0,2500.0,,,1912,,,,,43.269255,-79.804858,POINT (-79.804858 43.269255),CAN.35,1,CAN.35.25,CAN.35.25,,,
73,P100000120058,ArcelorMittal Dofasco steel plant,ArcelorMittal Dofasco GP,E100001000495,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"Hamilton, 1330 Burlington St. E., Ontario, Canada, L8N 3J5",Hamilton,Ontario,Canada,Northern America,"43.2692550, -79.8048580",exact,114,mothballed,,927.0,,,1912,,,,,43.269255,-79.804858,POINT (-79.804858 43.269255),CAN.35,1,CAN.35.25,CAN.35.25,,,
74,P100000120058,ArcelorMittal Dofasco steel plant,ArcelorMittal Dofasco GP,E100001000495,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"Hamilton, 1330 Burlington St. E., Ontario, Canada, L8N 3J5",Hamilton,Ontario,Canada,Northern America,"43.2692550, -79.8048580",exact,114,operating,1350.0,,,,1912,,,,,43.269255,-79.804858,POINT (-79.804858 43.269255),CAN.35,1,CAN.35.25,CAN.35.25,,,
75,P100000120058,ArcelorMittal Dofasco steel plant,ArcelorMittal Dofasco GP,E100001000495,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"Hamilton, 1330 Burlington St. E., Ontario, Canada, L8N 3J5",Hamilton,Ontario,Canada,Northern America,"43.2692550, -79.8048580",exact,114,operating pre-retirement,2700.0,2929.0,,,1912,,,,,43.269255,-79.804858,POINT (-79.804858 43.269255),CAN.35,1,CAN.35.25,CAN.35.25,,,
76,P100000120058,ArcelorMittal Dofasco steel plant,ArcelorMittal Dofasco GP,E100001000495,ArcelorMittal SA [100.0%],E100000000687 [100.0%],"Hamilton, 1330 Burlington St. E., Ontario, Canada, L8N 3J5",Hamilton,Ontario,Canada,Northern America,"43.2692550, -79.8048580",exact,114,retired,2700.0,,,,1912,,,,,43.269255,-79.804858,POINT (-79.804858 43.269255),CAN.35,1,CAN.35.25,CAN.35.25,,,
77,P100000120059,Algoma steel plant,Algoma Steel Group Inc,E100000001817,Algoma Steel Group Inc [100.0%],E100000001817 [100.0%],"105 West Street, Sault Ste. Marie, Ontario, Canada, P6A 7B4",Sault Ste. Marie,Ontario,Canada,Northern America,"46.5189840, -84.3740680",exact,125,construction,1850.0,,,,1901,,,,,46.518984,-84.374068,POINT (-84.374068 46.518984),CAN.35,1,CAN.35,,,,
78,P100000120059,Algoma steel plant,Algoma Steel Group Inc,E100000001817,Algoma Steel Group Inc [100.0%],E100000001817 [100.0%],"105 West Street, Sault Ste. Marie, Ontario, Canada, P6A 7B4",Sault Ste. Marie,Ontario,Canada,Northern America,"46.5189840, -84.3740680",exact,125,operating,1850.0,,,,1901,,,,,46.518984,-84.374068,POINT (-84.374068 46.518984),CAN.35,1,CAN.35,,,,
79,P100000120059,Algoma steel plant,Algoma Steel Group Inc,E100000001817,Algoma Steel Group Inc [100.0%],E100000001817 [100.0%],"105 West Street, Sault Ste. Marie, Ontario, Canada, P6A 7B4",Sault Ste. Marie,Ontario,Canada,Northern America,"46.5189840, -84.3740680",exact,125,retired,3700.0,3800.0,,,1901,,,,,46.518984,-84.374068,POINT (-84.374068 46.518984),CAN.35,1,CAN.35,,,,
80,P100000120060,Orion Regina Steel plant,Orion Steel Group LLC,E100002019190,Atlas Holdings LLC,E100000001148,"Evraz Regina, P.O. Box 1670, 100 Armour Road, Regina, Saskatchewan S4P 3C7, Canada",Regina,Saskatchewan,Canada,Northern America,"50.5149900, -104.6305890",exact,65,operating,1300.0,,,,1961,,,,,50.51499,-104.630589,POINT (-104.630589 50.51499),CAN.47,1,CAN.47,,,,
81,P100000120061,Cleveland-Cliffs Lake Erie steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"2330 Regional Road #3, Nanticoke, Ontario, N0A 1L0, Canada",Nanticoke,Ontario,Canada,Northern America,"42.8054480, -80.0953130",exact,46,operating,2500.0,2400.0,,,1980,,,,,42.805448,-80.095313,POINT (-80.095313 42.805448),CAN.35,1,CAN.35,,,,
82,P100000120062,Gerdau Whitby Steel Mill,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"1 Gerdau Court, L1N 5T1, Whitby, Ontario, Canada",Whitby,Ontario,Canada,Northern America,"43.8564610, -78.9089970",exact,62,operating,1200.0,,,,1964,,,,,43.856461,-78.908997,POINT (-78.908997 43.856461),CAN.35,1,CAN.35.18.009,,CAN.35.18.009,,
83,P100000120063,Ivaco Rolling Mills steel plant,Ivaco Rolling Mills LP,E100000130855,Heico Companies LLC,E100000130934,"P.O. Box 322, L'Orignal, Ontario, Canada K0B 1K0",L'Orignal,Ontario,Canada,Northern America,"45.6139410, -74.7046080",exact,55,operating,650.0,,,,1971,,,,,45.613941,-74.704608,POINT (-74.704608 45.613941),CAN.35,1,CAN.35,,,,
84,P100000120064,Rio Tinto Fer et Titane steel plant,Rio Tinto Iron and Titanium Canada Inc,E100000131063,Rio Tinto PLC [100.0%],E100000001119 [100.0%],"1625, Marie-Victorin Road, Sorel-Tracy Quebec J3R 1M6, Canada",Sorel-Tracy,Quebec,Canada,Northern America,"46.0443670, -73.1384740",exact,76,operating,600.0,,,,1950,,,,,46.044367,-73.138474,POINT (-73.138474 46.044367),CAN.24,1,CAN.24,,,,
85,P100000120065,Stahl Gerlafingen steel plant,Stahl Gerlafingen AG,E100000130836,Beltrame Holding SpA [79.4%]; unknown [21.6%],E100001016199 [79.4%]; E100000132388 [21.6%],"Stahl Gerlafingen AG, Postfach, CH-4563 Gerlafingen, Switzerland",Gerlafingen,Solothurn,Switzerland,Western Europe,"47.1719580, 7.5622870",exact,108,operating,720.0,,,,1918,,,,,47.171958,7.562287,POINT (7.562287 47.171958),,0,,,,,
86,P100000120065,Stahl Gerlafingen steel plant,Stahl Gerlafingen AG,E100000130836,Beltrame Holding SpA [79.4%]; unknown [21.6%],E100001016199 [79.4%]; E100000132388 [21.6%],"Stahl Gerlafingen AG, Postfach, CH-4563 Gerlafingen, Switzerland",Gerlafingen,Solothurn,Switzerland,Western Europe,"47.1719580, 7.5622870",exact,108,retired,0.0,,,,1918,,,,,47.171958,7.562287,POINT (7.562287 47.171958),,0,,,,,
87,P100000120066,CAP Acero Huachipato steel plant,Compania Siderurgica Huachipato SA,E100000130911,CAP SA [100.0%],E100001000728 [100.0%],"Av. Gran Bretaña 2910, Huachipato, Talcahuano, Chile",Talcahuano,Concepción,Chile,Latin America and the Caribbean,"-36.7464210, -73.1291710",exact,74.71,retired,1450.0,1482.0,,,1950,,2024-09-16 00:00:00,2024-09-16 00:00:00,2024,-36.746421,-73.129171,POINT (-73.129171 -36.746421),,0,,,,,
88,P100000120067,AZA Colina steel plant,Aceros AZA SA,E100000131104,Ingenieria e Inversiones Ltda; Inversiones Los Andes SA; Inversiones Reyosan SpA; Matco Cables SpA,E100000131059; E100000131168; E100000131169; E100000131163,"Carretera Panamericana Norte 18.968, Colina, Región Metropolitana, Chile",Colina,Región Metropolitana,Chile,Latin America and the Caribbean,"-33.2947290, -70.7278810",exact,26.68,operating,520.0,,,,1999-06-15 00:00:00,,,,,-33.294729,-70.727881,POINT (-70.727881 -33.294729),CHL.14_1,1,CHL.14_1,,,,
89,P100000120068,Wuhu Xinxing Ductile Iron Pipes Co Ltd,Wuhu Xinxing Ductile Iron Pipes Co Ltd,E100000126890,Xinxing Ductile Iron Pipes Co Ltd [100.0%],E100000127965 [100.0%],"No. 2 Chunzhou Road, Sanshan District Economic Development Zone, Wuhu, Anhui",Wuhu,Anhui,China,Eastern Asia,"31.2298930, 118.1508670",exact,23,operating,2000.0,1980.0,,,2003,,,,,31.229893,118.150867,POINT (118.150867 31.229893),CHN.34,1,CHN.34,,,,
90,P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,E100000123737,Maanshan Iron & Steel Co Ltd [100.0%],E100000123737 [100.0%],"Yushan District, Ma'anshan City",Ma'anshan,Anhui,China,Eastern Asia,"31.6988840, 118.4681940",exact,73,construction,1600.0,,,,1953,,,,,31.698884,118.468194,POINT (118.468194 31.698884),CHN.34,1,CHN.34,,,,
91,P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,E100000123737,Maanshan Iron & Steel Co Ltd [100.0%],E100000123737 [100.0%],"Yushan District, Ma'anshan City",Ma'anshan,Anhui,China,Eastern Asia,"31.6988840, 118.4681940",exact,73,operating,15480.0,14500.0,,,1953,,,,,31.698884,118.468194,POINT (118.468194 31.698884),CHN.34,1,CHN.34,,,,
92,P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,E100000123737,Maanshan Iron & Steel Co Ltd [100.0%],E100000123737 [100.0%],"Yushan District, Ma'anshan City",Ma'anshan,Anhui,China,Eastern Asia,"31.6988840, 118.4681940",exact,73,operating pre-retirement,1860.0,,,,1953,,,,,31.698884,118.468194,POINT (118.468194 31.698884),CHN.34,1,CHN.34,,,,
93,P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,E100000123737,Maanshan Iron & Steel Co Ltd [100.0%],E100000123737 [100.0%],"Yushan District, Ma'anshan City",Ma'anshan,Anhui,China,Eastern Asia,"31.6988840, 118.4681940",exact,73,retired,1860.0,,,,1953,,,,,31.698884,118.468194,POINT (118.468194 31.698884),CHN.34,1,CHN.34,,,,
94,P100000120070,Anhui Changjiang Steel Co Ltd,Anhui Changjiang Steel Co Ltd,E100000123155,Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],E100000123737 [55.0%]; E100000123261 [37.2%]; E100000132388 [7.8%],Longshanqiao Industrial Park,,Anhui,China,Eastern Asia,"31.5022720, 118.4651620",exact,23,operating,3800.0,3340.0,,,2003,,,,,31.502272,118.465162,POINT (118.465162 31.502272),CHN.34,1,CHN.34,,,,
95,P100000120071,Anhui Guihang Special Steel Co Ltd,Anhui Guihang Special Steel Co Ltd,E100000126525,Anhui Guihang Special Steel Co Ltd [100.0%],E100000126525 [100.0%],"Qianjiang Industrial Concentration Zone, Niutoushan Town, Guichi District, Chizhou City, Anhui Province",Chizhou,Anhui,China,Eastern Asia,"30.5310680, 117.2511470",exact,15.89,operating,2700.0,2080.0,,,2010-04-01 00:00:00,,,,,30.531068,117.251147,POINT (117.251147 30.531068),CHN.34,1,CHN.34,,,,
96,P100000120072,Tongling Fuxin Iron and Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd,E100000127154,Tongling Fuxin Iron & Steel Co Ltd [100.0%],E100000127154 [100.0%],"Tongguan Boulevard, Tongguanshan District, Tongling, Anhui",Tongling,Anhui,China,Eastern Asia,"30.9075610, 117.7728660",exact,56,operating,1350.0,1180.0,,,1970,,,,,30.907561,117.772866,POINT (117.772866 30.907561),CHN.34,1,CHN.34,,,,
97,P100000120073,Wuhu Fuxin Iron and Steel Co Ltd,Wuhu Fuxin Iron & Steel Co Ltd,E100000126149,Wuhu Fuxin Iron & Steel Co Ltd [100.0%],E100000126149 [100.0%],"Xindong Village, Xingang Town, Fanchang County, Wuhu City, Anhui Province",Wuhu,Anhui,China,Eastern Asia,"31.1945050, 118.0678330",exact,23,operating,2000.0,1770.0,,,2003,,,,,31.194505,118.067833,POINT (118.067833 31.194505),CHN.34,1,CHN.34,,,,
98,P100000120074,Chongqing Iron and Steel Co Ltd,Chongqing Iron & Steel Co Ltd,E100000126559,Chongqing Iron & Steel Co Ltd [100.0%],E100000126559 [100.0%],"No. 1 Gangcheng Avenue, Jiangnan Town, Changshou District, Chongqing",Changshou,Chongqing,China,Eastern Asia,"29.7902530, 107.0403680",exact,29,operating,8400.0,9735.0,,,1997,,,,,29.790253,107.040368,POINT (107.040368 29.790253),CHN.50,1,CHN.50,,,,
99,P100000120075,Sichuan Desheng Group Vanadium and Titanium Co Ltd,"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",E100000126458,Haojun Development Group Co Ltd [49.0%]; natural person(s) [26.8%]; Yunnan Desheng Steel Co Ltd [14.0%]; Yunnan Desheng Logistics Co Ltd [10.2%],E100000128691 [49.0%]; E100000123261 [26.8%]; E100000126976 [14.0%]; E100000127448 [10.2%],"No. 8 Tonghe Road South Section, Shawan District, Leshan City, Sichuan Province",Leshan,Chongqing,China,Eastern Asia,"29.3979800, 103.5425320",exact,29,operating,3000.0,2250.0,,,1997,,,,,29.39798,103.542532,POINT (103.542532 29.39798),CHN.51,1,CHN.51,,,,
100,P100000120075,Sichuan Desheng Group Vanadium and Titanium Co Ltd,"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",E100000126458,Haojun Development Group Co Ltd [49.0%]; natural person(s) [26.8%]; Yunnan Desheng Steel Co Ltd [14.0%]; Yunnan Desheng Logistics Co Ltd [10.2%],E100000128691 [49.0%]; E100000123261 [26.8%]; E100000126976 [14.0%]; E100000127448 [10.2%],"No. 8 Tonghe Road South Section, Shawan District, Leshan City, Sichuan Province",Leshan,Chongqing,China,Eastern Asia,"29.3979800, 103.5425320",exact,29,retired,,1000.0,,,1997,,,,,29.39798,103.542532,POINT (103.542532 29.39798),CHN.51,1,CHN.51,,,,
101,P100000120076,Sansteel Minguang Co Ltd Fujian plant,Sansteel Minguang Co Ltd Fujian,E100000123167,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],"Qungongsan Road, Sanyuan District, Sanming City, Fujian Province",Sanming,Fujian,China,Eastern Asia,"26.2611090, 117.6147090",exact,25,operating,6799.0,4853.0,,,2001,,,,,26.261109,117.614709,POINT (117.614709 26.261109),CHN.35,1,CHN.35,,,,
102,P100000120076,Sansteel Minguang Co Ltd Fujian plant,Sansteel Minguang Co Ltd Fujian,E100000123167,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],"Qungongsan Road, Sanyuan District, Sanming City, Fujian Province",Sanming,Fujian,China,Eastern Asia,"26.2611090, 117.6147090",exact,25,retired,,3564.0,,,2001,,,,,26.261109,117.614709,POINT (117.614709 26.261109),CHN.35,1,CHN.35,,,,
103,P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,E100000126555,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],"Hutou Town, Anxi County, Quanzhou City, Fujian Province",Quanzhou,Fujian,China,Eastern Asia,"25.2443960, 118.0299050",exact,25,operating,2300.0,2280.0,,,2001,,,,,25.244396,118.029905,POINT (118.029905 25.244396),CHN.35,1,CHN.35,,,,
104,P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,E100000126555,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],"Hutou Town, Anxi County, Quanzhou City, Fujian Province",Quanzhou,Fujian,China,Eastern Asia,"25.2443960, 118.0299050",exact,25,retired,2550.0,2281.0,,,2001,,,,,25.244396,118.029905,POINT (118.029905 25.244396),CHN.35,1,CHN.35,,,,
105,P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,E100000126246,Sanbao Group Co Ltd [100.0%],E100000128113 [100.0%],"Punan Town, Xiangcheng District, Zhangzhou City, Fujian Province",Zhangzhou,Fujian,China,Eastern Asia,"24.6357690, 117.6036770",exact,27,operating,6196.0,2500.0,,,1999,,,,,24.635769,117.603677,POINT (117.603677 24.635769),CHN.35,1,CHN.35,,,,
106,P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,E100000126246,Sanbao Group Co Ltd [100.0%],E100000128113 [100.0%],"Punan Town, Xiangcheng District, Zhangzhou City, Fujian Province",Zhangzhou,Fujian,China,Eastern Asia,"24.6357690, 117.6036770",exact,27,retired,1760.0,,,,1999,,,,,24.635769,117.603677,POINT (117.603677 24.635769),CHN.35,1,CHN.35,,,,
107,P100000120079,Fujian Yixin Steel Co Ltd,Fujian Yixin Steel & Iron Co Ltd,E100000126444,"natural person(s) [38.4%]; unknown [23.2%]; Thailand Huihua Industrial Co Ltd [20.7%]; Labor Union Committee of Xiaojiao Rolling Mill of Sanming Iron and Steel Works, Fujian Province [17.7%]",E100000123261 [38.4%]; E100000132388 [23.2%]; E100000130639 [20.7%]; E100000130294 [17.7%],"Baishui Reclamation Area, Luoyuan Bay Development Zone, Luoyuan County, Fuzhou City, Fujian Province",Fuzhou,Fujian,China,Eastern Asia,"26.4913080, 119.6362400",exact,20,construction,1150.0,1130.0,,,2006,,,,,26.491308,119.63624,POINT (119.63624 26.491308),CHN.35,1,CHN.35.72,CHN.35.72,,,
