,GEM Plant ID,GEM Asset name (English),Asset name (other language),Alternative asset name(s),SFI ID,LeadIT Project ID,Coordinates,Coordinate accuracy,GEM wiki page,Municipality,Subnational unit,Country/Area,Cement Capacity (millions metric tonnes per annum),Clinker Capacity (millions metric tonnes per annum),Majority Cement Type,Cement Color,Operating status,Start date,Owner name (English),Owner name (other language),Owner Entity ID,Parent,Parent Entity ID,Plant type,Production type,CCS/CCUS,Alternative Fuel,Clay Calcination,Alternative_to_reduce_GHG,Region,latitude,longitude,geometry,climactor_id,GDAM_id,entity_type,GID_1,which_boundaries,within_target_boundaries,GID,GID_2,GID_3,GID_4,GID_5
51,P100000126212,Ramallo Cement Plant,Fábrica de Cemento Ramallo (Spanish),,GACTARG0010,,"-33.387911, -60.133089",exact,https://www.gem.wiki/Ramallo_Cement_Plant,Ramallo,Provincia de Buenos Aires,Argentina,0.4,,blended,grey,operating,1999,Loma Negra Compania Industrial Argentina SA [100.0%],,E100002015722 [100.0%],Loma Negra Compania Industrial Argentina SA [100.0%],E100002015722 [100.0%],grinding,,,,,0,Latin America and the Caribbean,-33.387911,-60.133089,POINT (-60.133089 -33.387911),,,,,,0,,,,,
52,P100000126213,Rivadavia Cement Plant,Fábrica de Cemento San Juan (Spanish),San Juan Cement Plant,GACTARG0007,,"-31.549228, -68.675812",exact,https://www.gem.wiki/Rivadavia_Cement_Plant,Rivadavia,San Juan,Argentina,0.2,,blended,grey,operating,1960,Loma Negra Compania Industrial Argentina SA [100.0%],,E100002015722 [100.0%],Loma Negra Compania Industrial Argentina SA [100.0%],E100002015722 [100.0%],grinding,,,,,0,Latin America and the Caribbean,-31.549228,-68.675812,POINT (-68.675812 -31.549228),,,,,,0,,,,,
53,P100000126214,Sierras Bayas Cement Plant,"Fábrica de Cemento Olavarría (Spanish)
",,GACTARG0008,,"-36.938645, -60.165115",exact,https://www.gem.wiki/Sierras_Bayas_Cement_Plant,Sierras Bayas,Provincia de Buenos Aires,Argentina,,,blended,grey,retired,1919,Loma Negra Compania Industrial Argentina SA [100.0%],,E100002015722 [100.0%],Loma Negra Compania Industrial Argentina SA [100.0%],E100002015722 [100.0%],integrated,dry,no,no,no,0,Latin America and the Caribbean,-36.938645,-60.165115,POINT (-60.165115 -36.938645),,,,,,0,,,,,
54,P100000126215,Zapala Cement Plant,Fábrica de Cemento Zapala (Spanish),,GACTARG0009,,"-38.896776, -70.035152",exact,https://www.gem.wiki/Zapala_Cement_Plant,Zapala,Neuquén,Argentina,0.4,0.2,blended,grey,operating,1970,Loma Negra Compania Industrial Argentina SA [100.0%],,E100002015722 [100.0%],Loma Negra Compania Industrial Argentina SA [100.0%],E100002015722 [100.0%],integrated,dry,no,yes,no,1,Latin America and the Caribbean,-38.896776,-70.035152,POINT (-70.035152 -38.896776),,,,,,0,,,,,
55,P100000126216,Comodoro Rivadavia Cement Plant,Fábrica de Cemento Comodoro Rivadavia (Spanish),,GACTARG0017,,"-45.803647, -67.422563",exact,https://www.gem.wiki/Comodoro_Rivadavia_Cement_Plant,Comodoro Rivadavia,Chubut,Argentina,0.345,,blended,grey,operating,1952,PCR SA [100.0%],,E100000149780 [100.0%],PCR SA [100.0%],E100000149780 [100.0%],grinding,,,,,0,Latin America and the Caribbean,-45.803647,-67.422563,POINT (-67.422563 -45.803647),8ebf0032d2d7406d,ARG.26.021.0049,City,ARG.26,GID_3,1,GID_3,ARG.26.021,ARG.26.021.0049,,
56,P100000126217,Pico Truncado Cement Plant,Fábrica de Cemento Pico Truncado (Spanish),,GACTARG0014,,"-46.789492, -67.927543",exact,https://www.gem.wiki/Pico_Truncado_Cement_Plant,Pico Truncado,Santa Cruz,Argentina,0.48,,blended,grey,operating,2008,PCR SA [100.0%],,E100000149780 [100.0%],PCR SA [100.0%],E100000149780 [100.0%],integrated,dry,yes,yes,no,1,Latin America and the Caribbean,-46.789492,-67.927543,POINT (-67.927543 -46.789492),,,,,,0,,,,,
57,P100000123314,Hrazdan Cement Plant,Հրազդանի ցեմենտի գործարան (Armenian),Mika Cement,GACTARM0001,,"40.569855, 44.748048",exact,https://www.gem.wiki/Hrazdan_Cement_Plant,Hrazdan,Kotayk',Armenia,1.2,1,,grey,mothballed,1970,Khachaturov Group [100.0%],,E100002006981 [100.0%],Khachaturov Group [100.0%],E100002006981 [100.0%],integrated,wet,no,no,no,0,Central Asia,40.569855,44.748048,POINT (44.748048 40.569855),,,,,,0,,,,,
58,P100000123315,Ararat Cement Plant,Արարատի ցեմենտի գործարան (Armenian),,GACTARM0002,,"39.855755, 44.730945",exact,https://www.gem.wiki/Ararat_Cement_Plant,Ararat,Ararat,Armenia,1.2,,,grey,operating,1933,Araratcemet CJSC [100.0%],«Արարատցեմենտ» ՓԲԸ (Armenian) [100%],E100002015401 [100.0%],Multi Group [unknown%],E100002015402 [unknown%],integrated,dry,no,no,no,0,Central Asia,39.855755,44.730945,POINT (44.730945 39.855755),,,,,,0,,,,,
59,P100000123432,Angaston Cement Plant,,,GACTAUS0001,,"-34.502107, 139.028952",exact,https://www.gem.wiki/Angaston_Cement_Plant,Angaston,South Australia,Australia,0.28,,,both,operating,1952,Adelaide Brighton Cement Ltd [100.0%],,E100002015362 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],integrated,semidry,no,no,no,0,Australia and New Zealand,-34.502107,139.028952,POINT (139.028952 -34.502107),2297dc0612fddc14,AUS.8_1,Region,AUS.8_1,GID_1,1,GID_1,,,,
60,P100000123433,Birkenhead Cement Plant,,,GACTAUS0002,,"-34.831591, 138.502971",exact,https://www.gem.wiki/Birkenhead_Cement_Plant,Birkenhead,South Australia,Australia,1.6,1.3,,both,operating,1911,Adelaide Brighton Cement Ltd [100.0%],,E100002015362 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],integrated,dry,no,yes,no,1,Australia and New Zealand,-34.831591,138.502971,POINT (138.502971 -34.831591),2297dc0612fddc14,AUS.8_1,Region,AUS.8_1,GID_1,1,GID_1,,,,
61,P100000123434,Munster Cement Plant,,,GACTAUS0003,,"-32.147573, 115.799112",exact,https://www.gem.wiki/Munster_Cement_Plant,Munster,Western Australia,Australia,0.7,,,,operating,1950,Cockburn Cement Ltd [100.0%],,E100002001693 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],grinding,,,,,0,Australia and New Zealand,-32.147573,115.799112,POINT (115.799112 -32.147573),400cfe88d047a18e,AUS.11_1,Region,AUS.11_1,GID_1,1,GID_1,,,,
62,P100000123435,Dongara Cement Plant,,,GACTAUS0004,,"-29.311239, 114.944342",exact,https://www.gem.wiki/Dongara_Cement_Plant,Dongara,Western Australia,Australia,,,,,operating,,Cockburn Cement Ltd [100.0%],,E100002001693 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],clinker only,dry,no,no,no,0,Australia and New Zealand,-29.311239,114.944342,POINT (114.944342 -29.311239),400cfe88d047a18e,AUS.11_1,Region,AUS.11_1,GID_1,1,GID_1,,,,
63,P100000123436,Kwinana Beach Cement Plant,,,GACTAUS0005,,"-32.211016, 115.773712",exact,https://www.gem.wiki/Kwinana_Beach_Cement_Plant,Kwinana Beach,Western Australia,Australia,1.5,,,,operating,,Cockburn Cement Ltd [100.0%],,E100002001693 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],grinding,,,,,0,Australia and New Zealand,-32.211016,115.773712,POINT (115.773712 -32.211016),400cfe88d047a18e,AUS.11_1,Region,AUS.11_1,GID_1,1,GID_1,,,,
64,P100000123437,Morgan Port Kembla Cement Plant,,,GACTAUS0006,,"-34.476931, 150.911372",exact,https://www.gem.wiki/Morgan_Port_Kembla_Cement_Plant,Port Kembla,New South Wales,Australia,,,,,operating,,Morgan Cement International Pty Ltd [100.0%],,E100002002624 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],grinding,,,,,0,Australia and New Zealand,-34.476931,150.911372,POINT (150.911372 -34.476931),b4b699e993b46293,AUS.5_1,Region,AUS.5_1,"GID_1, GID_2",1,GID_2,AUS.5.149_1,,,
65,P100000123438,Darwin Cement Plant,,Dawrin Works,GACTAUS0007,,"-12.481157, 130.897256",exact,https://www.gem.wiki/Darwin_Cement_Plant,Darwin,northern Territory,Australia,0.25,,,,operating,,Adelaide Brighton Cement Ltd [100.0%],,E100002015362 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],grinding,,,,,0,Australia and New Zealand,-12.481157,130.897256,POINT (130.897256 -12.481157),dbca3846c57edc17,AUS.6_1,Region,AUS.6_1,GID_1,1,GID_1,,,,
66,P100000123439,Parkeston Cement Plant,,,GACTAUS0008,,"-30.724275, 121.497603",exact,https://www.gem.wiki/Parkeston_Cement_Plant,Parkeston,Western Australia,Australia,,,,,operating,,Cockburn Cement Ltd [100.0%],,E100002001693 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],grinding,,,,,0,Australia and New Zealand,-30.724275,121.497603,POINT (121.497603 -30.724275),400cfe88d047a18e,AUS.11_1,Region,AUS.11_1,GID_1,1,GID_1,,,,
67,P100000123440,Mataranka Cement Plant,,,GACTAUS0009,,"-14.979541, 133.082037",exact,https://www.gem.wiki/Mataranka_Cement_Plant,Mataranka,northern Territory,Australia,,,,,operating,,Adelaide Brighton Cement Ltd [100.0%],,E100002015362 [100.0%],CRH PLC [57.0%]; Barro Group Pty Ltd [43.0%],E100000131458 [57.0%]; E100002001513 [43.0%],clinker only,,no,no,no,0,Australia and New Zealand,-14.979541,133.082037,POINT (133.082037 -14.979541),dbca3846c57edc17,AUS.6_1,Region,AUS.6_1,GID_1,1,GID_1,,,,
68,P100000123441,Spring Hill Cement Plant,,,GACTAUS0010,,"-34.455701, 150.870852",exact,https://www.gem.wiki/Spring_Hill_Cement_Plant,Spring Hill,New South Wales,Australia,1.2,,blast furnace slag,,operating,1989,Australian Steel Mill Services Pty Ltd [100.0%],,E100002001563 [100.0%],Edward C Levy Co [50.0%]; Holcim AG [25.0%]; Heidelberg Materials AG,E100002001564 [50.0%]; E100001000571 [25.0%]; E100000000414,grinding,,,,,0,Australia and New Zealand,-34.455701,150.870852,POINT (150.870852 -34.455701),b4b699e993b46293,AUS.5_1,Region,AUS.5_1,"GID_1, GID_2",1,GID_2,AUS.5.149_1,,,
69,P100000123442,New Berrima Cement Plant,,,GACTAUS0011,GCTTA040,"-34.509852, 150.336508",exact,https://www.gem.wiki/New_Berrima_Cement_Plant,New Berrima,New South Wales,Australia,1.5,,opc,both,operating,1929,Boral Cement Ltd [100.0%],,E100002001598 [100.0%],Boral Ltd [100.0%],E100002001599 [100.0%],integrated,dry,yes,yes,yes,1,Australia and New Zealand,-34.509852,150.336508,POINT (150.336508 -34.509852),b4b699e993b46293,AUS.5_1,Region,AUS.5_1,GID_1,1,GID_1,,,,
70,P100000123443,Maldon Cement Plant,,,GACTAUS0012,,"-34.195649, 150.634007",exact,https://www.gem.wiki/Maldon_Cement_Plant,Maldon,New South Wales,Australia,0.7,,opc,,operating,1951,Boral Cement Ltd [100.0%],,E100002001598 [100.0%],Boral Ltd [100.0%],E100002001599 [100.0%],grinding,,,,,0,Australia and New Zealand,-34.195649,150.634007,POINT (150.634007 -34.195649),b4b699e993b46293,AUS.5_1,Region,AUS.5_1,GID_1,1,GID_1,,,,
71,P100000123444,Waurn Ponds Cement Plant,,,GACTAUS0013,,"-38.224971, 144.268455",exact,https://www.gem.wiki/Waurn_Ponds_Cement_Plant,Waurn Ponds,Victoria,Australia,1.4,,opc,,retired,1970,Boral Cement Ltd [100.0%],,E100002001598 [100.0%],Boral Ltd [100.0%],E100002001599 [100.0%],grinding,,,,,0,Australia and New Zealand,-38.224971,144.268455,POINT (144.268455 -38.224971),8dae86da5bfcbb77,AUS.10_1,Region,AUS.10_1,GID_1,1,GID_1,,,,
72,P100000123445,Geelong Cement Plant,,,,,"-38.090778, 144.379631",exact,https://www.gem.wiki/Geelong_Cement_Plant,Geelong (Lascelles Wharf),Victoria,Australia,1.3,,opc,,operating,2022,Boral Cement Ltd [100.0%],,E100002001598 [100.0%],Boral Ltd [100.0%],E100002001599 [100.0%],grinding,,,,,0,Australia and New Zealand,-38.090778,144.379631,POINT (144.379631 -38.090778),8dae86da5bfcbb77,AUS.10_1,Region,AUS.10_1,GID_1,1,GID_1,,,,
73,P100000123446,Kooragang Cement Plant,,,,,"-32.882322, 151.762484",exact,https://www.gem.wiki/Kooragang_Cement_Plant,Kooragang,New South Wales,Australia,,,opc,,operating,,Boral Cement Ltd [100.0%],,E100002001598 [100.0%],Boral Ltd [100.0%],E100002001599 [100.0%],grinding,,,,,0,Australia and New Zealand,-32.882322,151.762484,POINT (151.762484 -32.882322),b4b699e993b46293,AUS.5_1,Region,AUS.5_1,"GID_1, GID_2",1,GID_2,AUS.5.100_1,,,
74,P100000123447,Gladstone Cement Plant,,Fisherman's Landing Plant,GACTAUS0014,,"-23.792882, 151.154894",exact,https://www.gem.wiki/Gladstone_Cement_Plant,Gladstone,Queensland,Australia,1.6,1.6,,both,operating,1981,Cement Australia Holdings Pty Ltd [100.0%],,E100000131474 [100.0%],Holcim AG [50.0%]; Heidelberg Materials AG,E100001000571 [50.0%]; E100000000414,integrated,dry,yes,yes,no,1,Australia and New Zealand,-23.792882,151.154894,POINT (151.154894 -23.792882),777607701487e3c9,AUS.7_1,Region,AUS.7_1,GID_1,1,GID_1,,,,
75,P100000123448,Railton Cement Plant,,,GACTAUS0015,,"-41.331127, 146.416556",exact,https://www.gem.wiki/Railton_Cement_Plant,Railton,Tasmania,Australia,1.4,,,both,operating,1923,Cement Australia Holdings Pty Ltd [100.0%],,E100000131474 [100.0%],Holcim AG [50.0%]; Heidelberg Materials AG,E100001000571 [50.0%]; E100000000414,integrated,dry,no,yes,no,1,Australia and New Zealand,-41.331127,146.416556,POINT (146.416556 -41.331127),6000747d63b01a5f,AUS.9_1,Region,AUS.9_1,GID_1,1,GID_1,,,,
76,P100000123449,Naval Base Cement Plant,,,GACTAUS0016,,"-32.204599, 115.778059",exact,https://www.gem.wiki/Naval_Base_Cement_Plant,Naval Base,Western Australia,Australia,1.2,,,,operating,1987,BGC (Australia) Pty Ltd [100.0%],,E100002001565 [100.0%],BGC (Australia) Pty Ltd [100.0%],E100002001565 [100.0%],grinding,,,,,0,Australia and New Zealand,-32.204599,115.778059,POINT (115.778059 -32.204599),400cfe88d047a18e,AUS.11_1,Region,AUS.11_1,GID_1,1,GID_1,,,,
77,P100000123450,Cement Australia Pinkenba Cement Plant,,,GACTAUS0017,,"-27.413120, 153.141054",exact,https://www.gem.wiki/Cement_Australia_Pinkenba_Cement_Plant,Pinkenba,Queensland,Australia,0.5,,,,operating,,Cement Australia Holdings Pty Ltd [100.0%],,E100000131474 [100.0%],Holcim AG [50.0%]; Heidelberg Materials AG,E100001000571 [50.0%]; E100000000414,grinding,,,,,0,Australia and New Zealand,-27.41312,153.141054,POINT (153.141054 -27.41312),777607701487e3c9,AUS.7_1,Region,AUS.7_1,GID_1,1,GID_1,,,,
78,P100000123451,Cement Australia Port Kembla Cement Plant,,,GACTAUS0018,,"-34.470535, 150.901862",exact,https://www.gem.wiki/Cement_Australia_Port_Kembla_Cement_Plant,Port Kembla,New South Wales,Australia,1.1,,,,operating,2014,Cement Australia Holdings Pty Ltd [100.0%],,E100000131474 [100.0%],Holcim AG [50.0%]; Heidelberg Materials AG,E100001000571 [50.0%]; E100000000414,grinding,,,,,0,Australia and New Zealand,-34.470535,150.901862,POINT (150.901862 -34.470535),,,,,,0,,,,,
79,P100000123452,Canning Vale Cement Plant,,,GACTAUS0019,,"-32.055598, 115.915444",exact,https://www.gem.wiki/Canning_Vale_Cement_Plant,Canning Vale,Western Australia,Australia,0.35,,,,retired,,BGC (Australia) Pty Ltd [100.0%],,E100002001565 [100.0%],BGC (Australia) Pty Ltd [100.0%],E100002001565 [100.0%],grinding,,,,,0,Australia and New Zealand,-32.055598,115.915444,POINT (115.915444 -32.055598),400cfe88d047a18e,AUS.11_1,Region,AUS.11_1,GID_1,1,GID_1,,,,
80,P100000123453,Port Melbourne Cement Plant,,,GACTAUS0020,,"-37.821199, 144.926994",exact,https://www.gem.wiki/Port_Melbourne_Cement_Plant,Port Melbourne,Victoria,Australia,0.4,,blast furnace slag,,operating,1988,Independent Cement and Lime Pty Ltd [100.0%],,E100002002164 [100.0%],Barro Group Pty Ltd [71.5%]; CRH PLC [28.5%],E100002001513 [71.5%]; E100000131458 [28.5%],grinding,,,,,0,Australia and New Zealand,-37.821199,144.926994,POINT (144.926994 -37.821199),8dae86da5bfcbb77,AUS.10_1,Region,AUS.10_1,"GID_1, GID_2",1,GID_2,AUS.10.44_1,,,
81,P100000123454,Port of Brisbane Cement Plant,,,GACTAUS0021,,"-27.388321, 153.161449",exact,https://www.gem.wiki/Port_of_Brisbane_Cement_Plant,Port of Brisbane,Queensland,Australia,1.5,,,,operating,1985,Sunstate Cement Ltd [100.0%],,E100002002605 [100.0%],Barro Group Pty Ltd [unknown%]; Boral Ltd [unknown%]; CRH PLC [unknown%],E100002001513 [unknown%]; E100002001599 [unknown%]; E100000131458 [unknown%],grinding,,,,,0,Australia and New Zealand,-27.388321,153.161449,POINT (153.161449 -27.388321),777607701487e3c9,AUS.7_1,Region,AUS.7_1,GID_1,1,GID_1,,,,
82,P100000123455,Wagners Pinkenba Cement Plant,,,GACTAUS0022,,"-27.416316, 153.139204",exact,https://www.gem.wiki/Wagners_Pinkenba_Cement_Plant,Pinkenba,Queensland,Australia,1.3,,,,operating,2009,Wagners Cement Pty Ltd [100.0%],,E100002002392 [100.0%],Wagners Holding Co Ltd [100.0%],E100002002395 [100.0%],grinding,,,,,0,Australia and New Zealand,-27.416316,153.139204,POINT (153.139204 -27.416316),777607701487e3c9,AUS.7_1,Region,AUS.7_1,GID_1,1,GID_1,,,,
83,P100000125194,Port Augusta Cement Plant,,,,,"-32.491949, 137.773744",approximate,https://www.gem.wiki/Port_Augusta_Cement_Plant,Port Augusta,South Australia,Australia,,,,,announced,,Hallett Group Pty Ltd [100.0%],,E100002001900 [100.0%],Hallett Group Pty Ltd [100.0%],E100002001900 [100.0%],grinding,,,,,0,Australia and New Zealand,-32.491949,137.773744,POINT (137.773744 -32.491949),2297dc0612fddc14,AUS.8_1,Region,AUS.8_1,GID_1,1,GID_1,,,,
84,P100000125244,Gmunden Cement Plant,Rohrdorfer Zement GmbH (German),,GACTAUT0006,,"47.920987, 13.776665",exact,https://www.gem.wiki/Gmunden_Cement_Plant,Hatschek,Oberosterrich,Austria,0.8,,blended,grey,operating,1907,Rohrdorfer Zement GmbH [100.0%],Rohrdorfer Zement GmbH (German) [100%],E100002006949 [100.0%],SPZ Austria Beteiligungs GmbH [98.5%],E100002006950 [98.5%],integrated,dry,no,yes,no,1,Western Europe,47.920987,13.776665,POINT (13.776665 47.920987),,,,,,0,,,,,
85,P100000125245,Kirchdorfer Cement Plant,Kirchdorfer Zementwerk (German),,GACTAUT0002,,"47.907748, 14.118139",exact,https://www.gem.wiki/Kirchdorfer_Cement_Plant,Kirchdorfer,Oberosterrich,Austria,0.5,0.4,blended,grey,operating,1889,Kirchdorfer Zementwerk Hofmann GmbH [100.0%],Kirchdorfer Zementwerk Hofman (German) [100%],E100002006994 [100.0%],Hofmann Holding GmbH [50.0%]; Holcim Building Materials (Austria) GmbH [50.0%],E100002007000 [50.0%]; E100002007001 [50.0%],integrated,dry,no,no,no,0,Western Europe,47.907748,14.118139,POINT (14.118139 47.907748),,,,,,0,,,,,
86,P100000125246,Mannersdorf Cement Plant,Holcim (Österreich) GmbH Mannersdorf Zementwerk (German),,GACTAUT0003,GCTTA029,"47.984587, 16.606932",exact,https://www.gem.wiki/Mannersdorf_Cement_Plant,Mannersdorf,Burgenland,Austria,1.2,0.9,,grey,operating,1894,Holcim (Österreich) GmbH [100.0%],Holcim Osterrich (German) [100%],E100002006773 [100.0%],Holcim AG [70.0%]; unknown [30.0%],E100001000571 [70.0%]; E100000132388 [30.0%],integrated,dry,yes,no,no,1,Western Europe,47.984587,16.606932,POINT (16.606932 47.984587),0ff7dfe3b74901e5,AUT.3_1,Region,AUT.3_1,GID_1,1,GID_1,,,,
87,P100000125247,Retznei Cement Plant,Holcim (Österreich) GmbH Retznei Zementwerk (German),,GACTAUT0004,,"46.737065, 15.573242",exact,https://www.gem.wiki/Retznei_Cement_Plant,Retznei,Steiermark,Austria,0.625,,,grey,operating,1908,Holcim (Österreich) GmbH [100.0%],Holcim Osterrich (German) [100%],E100002006773 [100.0%],Holcim AG [70.0%]; unknown [30.0%],E100001000571 [70.0%]; E100000132388 [30.0%],integrated,dry,no,no,no,0,Western Europe,46.737065,15.573242,POINT (15.573242 46.737065),,,,,,0,,,,,
88,P100000125248,Vils Cement Plant,Schretter & Cie GmbH & Co KG (German),,GACTAUT0008,,"47.552268, 10.637583",exact,https://www.gem.wiki/Vils_Cement_Plant,Vils,Tirol,Austria,0.3,,,grey,operating,1904,Schretter & Cie GmbH & Co KG [100.0%],,E100002006775 [100.0%],SZV Unternehmensbeteiligungs GmbH [28.0%]; SCHWENK Geschäftsführungs GmbH,E100002006777 [28.0%]; E100002006774,integrated,dry,no,no,no,0,Western Europe,47.552268,10.637583,POINT (10.637583 47.552268),,,,,,0,,,,,
89,P100000125249,Peggau Cement Plant,Zementmahlwerk und Steinbruch Peggau (German),,GACTAUT0010,,"47.213873, 15.344314",exact,https://www.gem.wiki/Peggau_Cement_Plant,Preggau,Steiermark,Austria,0.4,,,,operating,1895,Alpacem Zement Austria GmbH [100.0%],,E100002015379 [100.0%],"Knoch, Kern & Co KG [unknown%]",E100002015381 [unknown%],grinding,,,,,0,Western Europe,47.213873,15.344314,POINT (15.344314 47.213873),,,,,,0,,,,,
90,P100000125250,Wietersdorf Cement Plant,Zementwerk Wietersdorf (German),,GACTAUT0009,,"46.851120, 14.532771",exact,https://www.gem.wiki/Wietersdorf_Cement_Plant,Wietersdorf,Karnten,Austria,0.5,0.511,blended,grey,operating,1893,Alpacem Zement Austria GmbH [100.0%],,E100002015379 [100.0%],"Knoch, Kern & Co KG [unknown%]",E100002015381 [unknown%],integrated,dry,,,,0,Western Europe,46.85112,14.532771,POINT (14.532771 46.85112),,,,,,0,,,,,
