"iso","entity_type","climactor_id","baseline_value","baseline_year","inv_year","total_emissions","target_year","target_value","target_record","GDAM_id"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2008,242253692.763291,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2009,227224735.539101,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2010,233291787.435818,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2011,232082945.527498,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2012,219016856.141324,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2013,233629088.013358,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2014,236733100.854223,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2015,219159750.525045,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2016,207433194.110188,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2017,205979395.438909,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2018,213111766.55844,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2019,203475091.091399,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2020,170156416.854033,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"USA","Region","365ef2593da8b6df",184234367.593203,2021,2021,184234367.593203,2050,100,"365ef2593da8b6df_2050","USA.14_1"
"ESP","City","3671ce54aa343013",138597.8,2010,2010,138597.8,2030,40,"3671ce54aa343013_2030","ESP.12.15.15073"
"AUS","SubRegion","367a7e167767cae2",1900000,2017,2020,1750683.26,2030,100,"367a7e167767cae2_2030","AUS.10.78_1"
"AUS","SubRegion","367a7e167767cae2",1900000,2017,2017,1900000,2030,100,"367a7e167767cae2_2030","AUS.10.78_1"
"AUS","SubRegion","367a7e167767cae2",1900000,2017,2021,4634.9,2030,100,"367a7e167767cae2_2030","AUS.10.78_1"
"ITA","City","3691658c8ee5e678",137123.3,2008,2008,137123.3,2030,40,"3691658c8ee5e678_2030","ITA.8.37.008"
"ITA","City","3691658c8ee5e678",137123.3,2008,2008,127817.3,2030,40,"3691658c8ee5e678_2030","ITA.8.37.008"
"ITA","City","3691658c8ee5e678",137123.3,2008,2017,102786.2,2030,40,"3691658c8ee5e678_2030","ITA.8.37.008"
"ESP","City","369cbc08c20261af",1665.7,2010,2010,1665.7,2030,40,"369cbc08c20261af_2030","ESP.10.46.46236"
"ESP","City","36a25887731b6ff3",917,2005,2006,917.3,2030,40,"36a25887731b6ff3_2030","ESP.09.25.25153"
"ESP","City","36a25887731b6ff3",917,2005,2012,936,2030,40,"36a25887731b6ff3_2030","ESP.09.25.25153"
"ESP","City","36a25887731b6ff3",917,2005,2019,576.1,2030,40,"36a25887731b6ff3_2030","ESP.09.25.25153"
"ESP","City","36a25887731b6ff3",917,2005,2006,917.3,2050,60,"36a25887731b6ff3_2050","ESP.09.25.25153"
"ESP","City","36a25887731b6ff3",917,2005,2012,936,2050,60,"36a25887731b6ff3_2050","ESP.09.25.25153"
"ESP","City","36a25887731b6ff3",917,2005,2019,576.1,2050,60,"36a25887731b6ff3_2050","ESP.09.25.25153"
"ITA","City","36af1bc511b33a1d",9209.427,2011,2011,9209.4,2030,40,"36af1bc511b33a1d_2030","ITA.19.87.035"
"JPN","SubRegion","36c9f29f27987213",1595000,2013,NA,NA,2028,35,"36c9f29f27987213_2028","JPN.38.545"
"BEL","City","36f8c42be6076da7",125116.8,2006,2006,125116.8,2030,41,"36f8c42be6076da7_2030","BEL.3.3.2.7_1"
"BEL","City","36f8c42be6076da7",125116.8,2006,2014,111538.8,2030,41,"36f8c42be6076da7_2030","BEL.3.3.2.7_1"
"ESP","City","370429ac8e024526",4069.5,2010,2010,4069.5,2030,40,"370429ac8e024526_2030","ESP.12.15.15091"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2021,1916781,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2006,1751747.5,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2010,1560695,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2010,2223540,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2013,1995638.1,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2015,1957684.6,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2017,1875764,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"DEU","SubRegion","37134040dabefc2a",2618000,1990,2017,2003151,2030,100,"37134040dabefc2a_2030","DEU.10.33_1"
"UKR","City","371947592bd734bc",51545.5,2017,2017,51545.5,2030,31.73,"371947592bd734bc_2030","UKR.63.12.017"
"ESP","City","37628ae64feaf9bd",47772,2012,2012,47772,2030,40,"37628ae64feaf9bd_2030","ESP.05.35.35027"
"ROU","SubRegion","376fc255d6229a52",200646.5,2012,2012,200646.5,2030,40,"376fc255d6229a52_2030","ROU.74.35731"
"ROU","SubRegion","376fc255d6229a52",200646.5,2012,2021,177230.5,2030,40,"376fc255d6229a52_2030","ROU.74.35731"
"ESP","City","3786a1ec6247fdba",47982.17,2005,2005,45167.3,2030,40,"3786a1ec6247fdba_2030","ESP.09.08.08214"
"ESP","City","3786a1ec6247fdba",47982.17,2005,2012,30670.8,2030,40,"3786a1ec6247fdba_2030","ESP.09.08.08214"
"USA","City","37882599ca1eca2b",9337222,2019,2019,9337222,2035,100,"37882599ca1eca2b_2035","USA.5.37.1600000US0666000"
"JPN","Region","37b17115a24a44e4",29400000,2013,NA,NA,2030,40,"37b17115a24a44e4_2030","JPN.27"
"JPN","Region","37b17115a24a44e4",29400000,2013,NA,NA,2050,100,"37b17115a24a44e4_2050","JPN.27"
"GBR","City","37b2a46b7cf8e16e",3169151.91,2005,2019,2846078.33,2038,100,"37b2a46b7cf8e16e_2038","GBR.1.03.94"
"GBR","City","37b2a46b7cf8e16e",3169151.91,2005,2005,3169151.91,2038,100,"37b2a46b7cf8e16e_2038","GBR.1.03.94"
"UKR","City","37dd799220431581",26533.6,2016,2016,26533.6,2030,30,"37dd799220431581_2030","UKR.65.10.003"
"DEU","SubRegion","37e4e4aa7a8a5e2e",1007164.5,1990,2010,974085.8,2030,55,"37e4e4aa7a8a5e2e_2030","DEU.1.30_1"
"DEU","SubRegion","37e4e4aa7a8a5e2e",1007164.5,1990,2012,1007608.3,2030,55,"37e4e4aa7a8a5e2e_2030","DEU.1.30_1"
"DEU","SubRegion","37e4e4aa7a8a5e2e",1007164.5,1990,2015,965533,2030,55,"37e4e4aa7a8a5e2e_2030","DEU.1.30_1"
"DEU","SubRegion","37e4e4aa7a8a5e2e",1007164.5,1990,2016,959114.4,2030,55,"37e4e4aa7a8a5e2e_2030","DEU.1.30_1"
"DEU","SubRegion","37e4e4aa7a8a5e2e",1007164.5,1990,2017,1070824.1,2030,55,"37e4e4aa7a8a5e2e_2030","DEU.1.30_1"
"ITA","City","37ec518ac1834168",146188.3,2008,2008,146188.3,2030,40,"37ec518ac1834168_2030","ITA.12.59.032"
"ESP","City","380a1071a1df58a4",284701.198,2005,2005,251233.2,2030,40,"380a1071a1df58a4_2030","ESP.09.08.08184"
"ESP","City","380a1071a1df58a4",284701.198,2005,2012,224222.8,2030,40,"380a1071a1df58a4_2030","ESP.09.08.08184"
"DNK","SubRegion","38194ef66c9515c1",1406277.1,1990,2012,1066975.7,2050,100,"38194ef66c9515c1_2050","DNK.3.1_1"
"ITA","City","38220ab898097061",14873.5,2011,2011,14873.5,2030,41,"38220ab898097061_2030","ITA.19.89.020"
"ITA","City","38220ab898097061",14873.5,2011,2017,13207.3,2030,41,"38220ab898097061_2030","ITA.19.89.020"
"BEL","City","383c1428a0337269",34637.7,2006,2006,34637.7,2030,41,"383c1428a0337269_2030","BEL.3.2.7.3_1"
"ITA","City","383d1462832174a7",101794.7,2007,2007,101794.7,2030,55,"383d1462832174a7_2030","ITA.8.40.003"
"ITA","City","383d1462832174a7",101794.7,2007,2018,74142.7,2030,55,"383d1462832174a7_2030","ITA.8.40.003"
"BEL","City","38529f81e8614985",34874,2006,2006,34873.6,2030,40,"38529f81e8614985_2030","BEL.3.5.1.6_1"
"BEL","City","38529f81e8614985",34874,2006,2012,32109.2,2030,40,"38529f81e8614985_2030","BEL.3.5.1.6_1"
"ITA","City","3860bccc72c7a208",15673.3,2011,2011,14339.7,2030,40,"3860bccc72c7a208_2030","ITA.19.84.040"
"ITA","City","388abcf916f9a131",32218.8,2011,2011,32218.8,2030,48.85,"388abcf916f9a131_2030","ITA.19.81.022"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2020,5591294,2025,43,"38aa853d85b9b187_2025","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2012,6907000,2025,43,"38aa853d85b9b187_2025","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2020,5591294,2030,68,"38aa853d85b9b187_2030","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2012,6907000,2030,68,"38aa853d85b9b187_2030","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2020,5591294,2040,96,"38aa853d85b9b187_2040","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2012,6907000,2040,96,"38aa853d85b9b187_2040","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2020,5591294,2050,100,"38aa853d85b9b187_2050","CAN.35.06"
"CAN","SubRegion","38aa853d85b9b187",6907000,2012,2012,6907000,2050,100,"38aa853d85b9b187_2050","CAN.35.06"
"ITA","City","38abb860d583bd69",21271.17,2007,2007,21271.2,2050,24,"38abb860d583bd69_2050","ITA.5.26.013"
"JPN","Region","38acea0175c39fb1",10869000,2013,NA,NA,2030,58,"38acea0175c39fb1_2030","JPN.11"
"ITA","City","38c0603a63968650",488582,2008,2008,488582,2030,40,"38c0603a63968650_2030","ITA.9.51.002"
"ITA","City","38c0603a63968650",488582,2008,2008,488581.7,2030,40,"38c0603a63968650_2030","ITA.9.51.002"
"ITA","City","38c0603a63968650",488582,2008,2019,346761.9,2030,40,"38c0603a63968650_2030","ITA.9.51.002"
"ITA","City","38c111c22ad231d0",138641,2002,2002,138640.7,2030,40,"38c111c22ad231d0_2030","ITA.4.22.139"
"ITA","City","38c111c22ad231d0",138641,2002,2017,113679.2,2030,40,"38c111c22ad231d0_2030","ITA.4.22.139"
"USA","City","38df4ebdf3b0456d",840419,2017,2017,1401159,2045,45,"38df4ebdf3b0456d_2045","USA.20.3.1600000US2360545"
"USA","City","38df4ebdf3b0456d",840419,2017,2017,840419,2045,45,"38df4ebdf3b0456d_2045","USA.20.3.1600000US2360545"
"USA","City","38df4ebdf3b0456d",840419,2017,2017,1401159,2050,80,"38df4ebdf3b0456d_2050","USA.20.3.1600000US2360545"
"USA","City","38df4ebdf3b0456d",840419,2017,2017,840419,2050,80,"38df4ebdf3b0456d_2050","USA.20.3.1600000US2360545"
"ESP","City","38e1176d84fb5331",9934.3,2010,2010,9934.3,2030,40,"38e1176d84fb5331_2030","ESP.12.32.32020"
"ESP","City","38f310fe48d262e0",39988.2,2010,2010,39988.2,2030,40,"38f310fe48d262e0_2030","ESP.10.46.46094"
"ITA","City","38f60d39057eb22c",69005.18,2005,2005,63076,2030,40,"38f60d39057eb22c_2030","ITA.5.23.089"
"ROU","SubRegion","39087c2db78a2709",47049.6,2010,2010,47049.6,2030,40,"39087c2db78a2709_2030","ROU.47.20876"
"ROU","SubRegion","39087c2db78a2709",47049.6,2010,2016,46280,2030,40,"39087c2db78a2709_2030","ROU.47.20876"
"ROU","SubRegion","39087c2db78a2709",47049.6,2010,2010,47049.6,2050,40,"39087c2db78a2709_2050","ROU.47.20876"
"ROU","SubRegion","39087c2db78a2709",47049.6,2010,2016,46280,2050,40,"39087c2db78a2709_2050","ROU.47.20876"
"SVN","SubRegion","3938af3cab8beee3",39328147,2005,NA,NA,2030,40,"3938af3cab8beee3_2030","SVN.2.1_1"
"ESP","City","395acbda1068bee2",2597317,2005,2005,2597317.4,2030,30,"395acbda1068bee2_2030","ESP.04.07.07040"
"ESP","City","395acbda1068bee2",2597317,2005,2017,2177166.2,2030,30,"395acbda1068bee2_2030","ESP.04.07.07040"
"ESP","City","395acbda1068bee2",2597317,2005,2017,2108950.9,2030,30,"395acbda1068bee2_2030","ESP.04.07.07040"
"ESP","City","39697e357a30e16a",98865.83923,2007,2007,94317.3,2030,40,"39697e357a30e16a_2030","ESP.01.11.11014"
"ESP","City","39697e357a30e16a",98865.83923,2007,2013,55438.4,2030,40,"39697e357a30e16a_2030","ESP.01.11.11014"
"GBR","City","398fc78f6aa17161",1236132,2019,NA,NA,2024,100,"398fc78f6aa17161_2024","GBR.1.08.139.55"
"BEL","City","39d450d25b887e6d",63268.9,2011,2011,63268.9,2030,40,"39d450d25b887e6d_2030","BEL.2.2.2.4_1"
"BEL","City","39d450d25b887e6d",63268.9,2011,2014,52003.9,2030,40,"39d450d25b887e6d_2030","BEL.2.2.2.4_1"
"BEL","City","39d450d25b887e6d",63268.9,2011,2020,56241.6,2030,40,"39d450d25b887e6d_2030","BEL.2.2.2.4_1"
"BIH","City","39d4b693862fe5c3",55653.6,2011,2011,55653.6,2030,40,"39d4b693862fe5c3_2030","BIH.2.8.7_1"
"BIH","City","39d4b693862fe5c3",55653.6,2011,2020,43110.1,2030,40,"39d4b693862fe5c3_2030","BIH.2.8.7_1"
"ESP","City","39e06a3bfa370ddb",3171.5,2010,2010,3171.5,2030,40,"39e06a3bfa370ddb_2030","ESP.10.46.46026"
"ITA","City","3a0add5256b7c180",55618.53,1998,NA,NA,2030,40,"3a0add5256b7c180_2030","ITA.8.36.028"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2000,3024525.1,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2001,1044934.1,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2002,1183981.9,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2003,1165129.7,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2004,1245696.4,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2005,2908770.4,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2006,1418920.4,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2007,1431834.3,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2008,1228549.6,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2009,1113467,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2010,802356.2,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2011,923865.7,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2012,1010505.2,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a1db82db50bff72",2908770.4,2005,2016,1851091.4,2050,55,"3a1db82db50bff72_2050","ESP.01.41.41091"
"ESP","City","3a222c1269116706",1984.6,2010,2010,1984.6,2030,40,"3a222c1269116706_2030","ESP.10.46.46002"
"ESP","City","3a222c1269116706",1984.6,2010,2015,1923.6,2030,40,"3a222c1269116706_2030","ESP.10.46.46002"
"ESP","City","3a3eb4a55bcf5f48",6011,2017,2017,6011,2030,40,"3a3eb4a55bcf5f48_2030","ESP.12.32.32055"
"ESP","City","3a41af3580c8d2ec",28449.96,2007,2007,29748.5,2030,40,"3a41af3580c8d2ec_2030","ESP.10.03.03015"
"ESP","City","3a41af3580c8d2ec",28449.96,2007,2015,26734.1,2030,40,"3a41af3580c8d2ec_2030","ESP.10.03.03015"
"ITA","City","3a5478db518f1969",20575.4,2011,2011,20575.4,2030,40,"3a5478db518f1969_2030","ITA.19.87.013"
"ESP","City","3a644943dc60da55",20268.6,2012,2012,20268.6,2030,40,"3a644943dc60da55_2030","ESP.05.35.35001"
"ESP","City","3a66a721f662f9aa",5847.9,2005,2005,5847.9,2030,40,"3a66a721f662f9aa_2030","ESP.04.07.07009"
"ESP","City","3a83c2e78bda53b5",142.4,2010,2010,142.4,2030,40,"3a83c2e78bda53b5_2030","ESP.10.46.46086"
"ESP","City","3a83c2e78bda53b5",142.4,2010,2015,143.9,2030,40,"3a83c2e78bda53b5_2030","ESP.10.46.46086"
"BEL","City","3a86de63ec667772",52538.98,2011,2011,55355.3,2030,40,"3a86de63ec667772_2030","BEL.2.4.2.6_1"
"BEL","City","3a86de63ec667772",52538.98,2011,2016,56147.1,2030,40,"3a86de63ec667772_2030","BEL.2.4.2.6_1"
"BEL","City","3a86de63ec667772",52538.98,2011,2018,54398.5,2030,40,"3a86de63ec667772_2030","BEL.2.4.2.6_1"
"ESP","City","3a966e14756c809a",5918.3,2005,2005,5918.3,2030,44,"3a966e14756c809a_2030","ESP.09.25.25140"
"ITA","City","3a978da26171fa7a",134259.8,2011,2011,134259.8,2030,40,"3a978da26171fa7a_2030","ITA.19.89.002"
"ITA","City","3a978da26171fa7a",134259.8,2011,2017,120417.5,2030,40,"3a978da26171fa7a_2030","ITA.19.89.002"
"ITA","City","3a978da26171fa7a",134259.8,2011,2017,120417.6,2030,40,"3a978da26171fa7a_2030","ITA.19.89.002"
"USA","City","3ab3c919e8671ef4",1760,2016,NA,NA,2025,26,"3ab3c919e8671ef4_2025","USA.27.15.1600000US3079825"
"USA","City","3ab3c919e8671ef4",1760,2016,NA,NA,2030,43,"3ab3c919e8671ef4_2030","USA.27.15.1600000US3079825"
"USA","City","3ab3c919e8671ef4",1760,2016,NA,NA,2040,71,"3ab3c919e8671ef4_2040","USA.27.15.1600000US3079825"
"USA","City","3ab3c919e8671ef4",1760,2016,NA,NA,2050,100,"3ab3c919e8671ef4_2050","USA.27.15.1600000US3079825"
"ITA","City","3ac26bbc4e6d175b",22375.7,2007,2007,22375.7,2030,44.8,"3ac26bbc4e6d175b_2030","ITA.8.35.046"
"ITA","City","3ac26bbc4e6d175b",22375.7,2007,2018,14892.6,2030,44.8,"3ac26bbc4e6d175b_2030","ITA.8.35.046"
"ESP","City","3acecea138b5d5b9",12790.1,2010,2010,12790.1,2030,40,"3acecea138b5d5b9_2030","ESP.10.46.46139"
"ESP","City","3acecea138b5d5b9",12790.1,2010,2015,2291.4,2030,40,"3acecea138b5d5b9_2030","ESP.10.46.46139"
"ESP","City","3acecea138b5d5b9",12790.1,2010,2010,12790.1,2049,50,"3acecea138b5d5b9_2049","ESP.10.46.46139"
"ESP","City","3acecea138b5d5b9",12790.1,2010,2015,2291.4,2049,50,"3acecea138b5d5b9_2049","ESP.10.46.46139"
"ESP","City","3ae6f825abdc0375",17807.4196,2007,2007,17835.7,2030,40,"3ae6f825abdc0375_2030","ESP.01.11.11013"
"ESP","City","3ae6f825abdc0375",17807.4196,2007,2013,13521.2,2030,40,"3ae6f825abdc0375_2030","ESP.01.11.11013"
"USA","City","3af5816292e68204",3490318,2018,2019,1202663.7,2050,100,"3af5816292e68204_2050","USA.10.43.1600000US1245025"
"CHN","SubRegion","3b1513bb4ae25dbc",170391200,2019,2019,170391200,2060,100,"3b1513bb4ae25dbc_2060","CHN.32.191"
"ITA","City","3b1f8cd5aee5f246",3962.35,2011,2011,3962.3,2030,40,"3b1f8cd5aee5f246_2030","ITA.19.85.011"
"ITA","City","3b27dbd3832b4a05",61056.9,2010,2010,61056.9,2030,40,"3b27dbd3832b4a05_2030","ITA.9.48.030"
"ESP","City","3b3f447c63bd3f9e",360037,2009,2009,360037,2030,40,"3b3f447c63bd3f9e_2030","ESP.05.38.38001"
"ITA","City","3b732535c58613d1",129511.9,2008,2008,129511.9,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2008,129090.4,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2012,93920.5,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2014,108043,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2015,103241.9,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2016,90454.7,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2017,112151.7,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2018,110269.5,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ITA","City","3b732535c58613d1",129511.9,2008,2018,112219.9,2050,40,"3b732535c58613d1_2050","ITA.8.34.009"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2021,180235,2025,30,"3b8d5ecf1eb82a2c_2025","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2008,219150.1,2025,30,"3b8d5ecf1eb82a2c_2025","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2014,188441.4,2025,30,"3b8d5ecf1eb82a2c_2025","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2018,190371.5,2025,30,"3b8d5ecf1eb82a2c_2025","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2008,4292,2025,30,"3b8d5ecf1eb82a2c_2025","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2021,180235,2030,40,"3b8d5ecf1eb82a2c_2030","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2008,219150.1,2030,40,"3b8d5ecf1eb82a2c_2030","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2014,188441.4,2030,40,"3b8d5ecf1eb82a2c_2030","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2018,190371.5,2030,40,"3b8d5ecf1eb82a2c_2030","ROU.10.1017"
"ROU","SubRegion","3b8d5ecf1eb82a2c",219150.1,2008,2008,4292,2030,40,"3b8d5ecf1eb82a2c_2030","ROU.10.1017"
"ESP","City","3b916b7b4dc44146",27774.48,2005,2005,27005.6,2030,40,"3b916b7b4dc44146_2030","ESP.09.08.08282"
"ESP","City","3b916b7b4dc44146",27774.48,2005,2012,24367,2030,40,"3b916b7b4dc44146_2030","ESP.09.08.08282"
"MEX","Region","3bba7c77e753b596",46756790,2010,2010,46756790,2050,50,"3bba7c77e753b596_2050","MEX.15_1"
"ITA","City","3bbaf8579b9e6772",1409875,2021,2021,1409875,2030,100,"3bbaf8579b9e6772_2030","ITA.5.28.060"
"ITA","City","3bbaf8579b9e6772",1409875,2021,2005,2754704.9,2030,100,"3bbaf8579b9e6772_2030","ITA.5.28.060"
"ITA","City","3bbaf8579b9e6772",1409875,2021,2005,2094867.7,2030,100,"3bbaf8579b9e6772_2030","ITA.5.28.060"
"ITA","City","3bbaf8579b9e6772",1409875,2021,2013,1198054.8,2030,100,"3bbaf8579b9e6772_2030","ITA.5.28.060"
"ITA","City","3bbaf8579b9e6772",1409875,2021,2017,1311920.1,2030,100,"3bbaf8579b9e6772_2030","ITA.5.28.060"
"ITA","City","3bbaf8579b9e6772",1409875,2021,2005,2094868,2030,100,"3bbaf8579b9e6772_2030","ITA.5.28.060"
"ESP","City","3bc891133ec0471d",15578.2,2005,2005,15578.2,2030,40,"3bc891133ec0471d_2030","ESP.04.07.07065"
"BEL","City","3bda0459f5d3c58d",43304.7,2011,2011,43304.7,2030,40,"3bda0459f5d3c58d_2030","BEL.2.1.3.16_1"
"BEL","City","3bda0459f5d3c58d",43304.7,2011,2011,43929.9,2030,40,"3bda0459f5d3c58d_2030","BEL.2.1.3.16_1"
"BEL","City","3bda0459f5d3c58d",43304.7,2011,2018,32160.8,2030,40,"3bda0459f5d3c58d_2030","BEL.2.1.3.16_1"
"BEL","City","3bda0459f5d3c58d",43304.7,2011,2020,30879.5,2030,40,"3bda0459f5d3c58d_2030","BEL.2.1.3.16_1"
"ITA","City","3bde7ace5ec85a64",17158.43,2011,2011,21231.6,2030,40,"3bde7ace5ec85a64_2030","ITA.19.87.022"
"GRC","City","3beeed125891d73a",117825,2011,2011,117824.5,2030,40,"3beeed125891d73a_2030","GRC.1.2.12.05"
"BEL","City","3bf30ac03f9821be",158763.7,2014,2014,158763.7,2030,40,"3bf30ac03f9821be_2030","BEL.2.1.2.6_1"
"GRC","City","3bf61ed8d9da371d",126564,2015,2015,126564.1,2030,40,"3bf61ed8d9da371d_2030","GRC.5.1.49.07"
"AUS","SubRegion","3bf7293a035b0c83",3340000,2016,2021,3621618.38,2041,100,"3bf7293a035b0c83_2041","AUS.5.12_1"
"AUS","SubRegion","3bf7293a035b0c83",3340000,2016,2016,3340000,2041,100,"3bf7293a035b0c83_2041","AUS.5.12_1"
"ESP","City","3c0cb64ce5e88586",4557.5,2005,2005,4557.5,2030,40,"3c0cb64ce5e88586_2030","ESP.09.08.08304"
"ESP","City","3c0cb64ce5e88586",4557.5,2005,2012,4174.1,2030,40,"3c0cb64ce5e88586_2030","ESP.09.08.08304"
"ESP","City","3c0cb64ce5e88586",4557.5,2005,2017,3822.2,2030,40,"3c0cb64ce5e88586_2030","ESP.09.08.08304"
"ESP","City","3c14df4e04f74da2",16250.5,2013,2013,16250.5,2030,40,"3c14df4e04f74da2_2030","ESP.05.38.38051"
"JPN","Region","3c177238bcd28c6e",14220000,2013,NA,NA,2030,50,"3c177238bcd28c6e_2030","JPN.7"
"JPN","Region","3c177238bcd28c6e",14220000,2013,NA,NA,2050,100,"3c177238bcd28c6e_2050","JPN.7"
"JPN","Region","3c1d49004e188e8d",14171000,2018,NA,NA,2050,100,"3c1d49004e188e8d_2050","JPN.42"
"ESP","City","3c284c1964394a9d",2040.1,2010,2010,2040.1,2030,40,"3c284c1964394a9d_2030","ESP.12.32.32033"
"ITA","City","3c29e527ee9d4b74",57950.5,2005,2005,57950.5,2030,43,"3c29e527ee9d4b74_2030","ITA.3.15.012"
"ITA","City","3c29e527ee9d4b74",57950.5,2005,2005,83695.4,2030,43,"3c29e527ee9d4b74_2030","ITA.3.15.012"
