"iso","entity_type","climactor_id","baseline_value","baseline_year","inv_year","total_emissions","target_year","target_value","target_record","GDAM_id"
"ITA","City","e511d27edeb6ac5c",33893.94,1998,NA,NA,2030,40,"e511d27edeb6ac5c_2030","ITA.8.36.021"
"HUN","City","e515b6e2d33bfdc9",59043.7,2019,2011,55481.6,2030,40,"e515b6e2d33bfdc9_2030","HUN.04.137.2561"
"HUN","City","e515b6e2d33bfdc9",59043.7,2019,2019,59043.7,2030,40,"e515b6e2d33bfdc9_2030","HUN.04.137.2561"
"HUN","City","e515b6e2d33bfdc9",59043.7,2019,2011,55481.6,2031,40,"e515b6e2d33bfdc9_2031","HUN.04.137.2561"
"HUN","City","e515b6e2d33bfdc9",59043.7,2019,2019,59043.7,2031,40,"e515b6e2d33bfdc9_2031","HUN.04.137.2561"
"HRV","SubRegion","e52ac7322cb5aea5",65346.5,2010,2010,65346.5,2030,56.76,"e52ac7322cb5aea5_2030","HRV.18.14_1"
"HRV","SubRegion","e52ac7322cb5aea5",65346.5,2010,2010,65346.5,2050,80.33,"e52ac7322cb5aea5_2050","HRV.18.14_1"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2020,15084395,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2019,15357995,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2018,16356542,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2017,19927111,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2016,21022755,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2015,20960502,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2019,15388707,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"JPN","SubRegion","e532eb6c03f46c78",15084395,2020,2013,21590000,2050,100,"e532eb6c03f46c78_2050","JPN.35.725"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2019,277103.02,2030,55,"e544fd0ceff95305_2030","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2009,389695.9,2030,55,"e544fd0ceff95305_2030","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2019,277103,2030,55,"e544fd0ceff95305_2030","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2009,389696,2030,55,"e544fd0ceff95305_2030","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2019,277103.02,2050,100,"e544fd0ceff95305_2050","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2009,389695.9,2050,100,"e544fd0ceff95305_2050","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2019,277103,2050,100,"e544fd0ceff95305_2050","PRT.12.15_1"
"PRT","SubRegion","e544fd0ceff95305",389696,2009,2009,389696,2050,100,"e544fd0ceff95305_2050","PRT.12.15_1"
"PER","SubRegion","e575af808aa7c4df",201935.41,2023,2023,201935.41,2050,40,"e575af808aa7c4df_2050","PER.5.2_1"
"ITA","City","e57989175a1f4546",35814.84,2008,2008,37110.9,2030,40,"e57989175a1f4546_2030","ITA.12.58.082"
"ESP","City","e58348bfc4803fc9",46772.71,2005,2005,44782,2030,40,"e58348bfc4803fc9_2030","ESP.09.08.08075"
"ESP","City","e58348bfc4803fc9",46772.71,2005,2007,38037.7,2030,40,"e58348bfc4803fc9_2030","ESP.09.08.08075"
"UKR","City","e59b0081f288e134",72913.8,2012,2012,72913.8,2030,38,"e59b0081f288e134_2030","UKR.14.16.015.001"
"HRV","SubRegion","e5a1e9d83fdded60",184100.4,2017,2013,103343,2030,40,"e5a1e9d83fdded60_2030","HRV.10.2_1"
"HRV","SubRegion","e5a1e9d83fdded60",184100.4,2017,2017,184100.4,2030,40,"e5a1e9d83fdded60_2030","HRV.10.2_1"
"HRV","SubRegion","e5a1e9d83fdded60",184100.4,2017,2013,103343,2050,55,"e5a1e9d83fdded60_2050","HRV.10.2_1"
"HRV","SubRegion","e5a1e9d83fdded60",184100.4,2017,2017,184100.4,2050,55,"e5a1e9d83fdded60_2050","HRV.10.2_1"
"SWE","SubRegion","e5b6cac24107093e",850675,2020,2021,883964,2030,100,"e5b6cac24107093e_2030","SWE.03.0380"
"SWE","SubRegion","e5b6cac24107093e",850675,2020,2020,850675,2030,100,"e5b6cac24107093e_2030","SWE.03.0380"
"ARG","City","e5bd38d46306a5c6",582146.27,2019,2019,692982.31,2030,24.48,"e5bd38d46306a5c6_2030","ARG.74.056.0133"
"ARG","City","e5bd38d46306a5c6",582146.27,2019,2019,582146.27,2030,24.48,"e5bd38d46306a5c6_2030","ARG.74.056.0133"
"ESP","City","e5f23a254e64ae1a",36890.5,2010,2010,36890.5,2030,40,"e5f23a254e64ae1a_2030","ESP.10.46.46083"
"ESP","City","e5f23a254e64ae1a",36890.5,2010,2015,38724.8,2030,40,"e5f23a254e64ae1a_2030","ESP.10.46.46083"
"ESP","City","e5f23a254e64ae1a",36890.5,2010,2010,36890.5,2049,50,"e5f23a254e64ae1a_2049","ESP.10.46.46083"
"ESP","City","e5f23a254e64ae1a",36890.5,2010,2015,38724.8,2049,50,"e5f23a254e64ae1a_2049","ESP.10.46.46083"
"BRA","SubRegion","e61d74544003c8a0",2576731,2019,2019,2576731,2050,100,"e61d74544003c8a0_2050","BRA.12.38_2"
"ESP","City","e64323e8f90603ba",2988.9,2005,2005,2988.9,2030,21.41,"e64323e8f90603ba_2030","ESP.09.17.17158"
"ITA","City","e64509ecb512f87a",3448.9,2011,2011,3448.9,2030,40,"e64509ecb512f87a_2030","ITA.19.83.043"
"ITA","City","e64509ecb512f87a",3448.9,2011,2019,3021.6,2030,40,"e64509ecb512f87a_2030","ITA.19.83.043"
"BEL","City","e656e54c6c625018",112552.2,2006,2006,112552.2,2030,46,"e656e54c6c625018_2030","BEL.3.2.4.10_1"
"BEL","City","e656e54c6c625018",112552.2,2006,2013,108554.7,2030,46,"e656e54c6c625018_2030","BEL.3.2.4.10_1"
"CHN","SubRegion","e67144553bd7a7e6",59714830,2019,2019,59714830,2050,100,"e67144553bd7a7e6_2050","CHN.51.43"
"ESP","City","e67fac4432b06ff1",4328.1,2005,2005,4328.1,2030,27,"e67fac4432b06ff1_2030","ESP.09.17.17187"
"ITA","City","e6a29a9e842871a5",3440.102,2011,2011,3440.1,2030,40,"e6a29a9e842871a5_2030","ITA.19.85.020"
"GBR","City","e6a83e5aab207fe5",3954600,2021,2021,3954600,2030,100,"e6a83e5aab207fe5_2030","GBR.3.1.195"
"GBR","City","e6a83e5aab207fe5",3954600,2021,2006,4214900,2030,100,"e6a83e5aab207fe5_2030","GBR.3.1.195"
"ITA","City","e722459411824775",16233.3,2007,2007,16233.3,2030,52,"e722459411824775_2030","ITA.8.35.042"
"ITA","City","e722459411824775",16233.3,2007,2007,17282.1,2030,52,"e722459411824775_2030","ITA.8.35.042"
"ITA","City","e722459411824775",16233.3,2007,2018,10118.3,2030,52,"e722459411824775_2030","ITA.8.35.042"
"ESP","City","e72d3f031587fc5c",584,2010,2010,584,2030,40,"e72d3f031587fc5c_2030","ESP.10.46.46092"
"ESP","City","e72d3f031587fc5c",584,2010,2015,482.7,2030,40,"e72d3f031587fc5c_2030","ESP.10.46.46092"
"ESP","City","e72d3f031587fc5c",584,2010,2010,584,2049,50,"e72d3f031587fc5c_2049","ESP.10.46.46092"
"ESP","City","e72d3f031587fc5c",584,2010,2015,482.7,2049,50,"e72d3f031587fc5c_2049","ESP.10.46.46092"
"ITA","City","e7466a11084640a3",3526.841,2011,2011,3532.7,2030,40,"e7466a11084640a3_2030","ITA.19.83.047"
"PRT","SubRegion","e76e7e34622f60b4",1055513,2008,2021,808079,2050,100,"e76e7e34622f60b4_2050","PRT.12.13_1"
"PRT","SubRegion","e76e7e34622f60b4",1055513,2008,2008,1076990.7,2050,100,"e76e7e34622f60b4_2050","PRT.12.13_1"
"PRT","SubRegion","e76e7e34622f60b4",1055513,2008,2016,905131.7,2050,100,"e76e7e34622f60b4_2050","PRT.12.13_1"
"PRT","SubRegion","e76e7e34622f60b4",1055513,2008,2008,1055513,2050,100,"e76e7e34622f60b4_2050","PRT.12.13_1"
"ITA","City","e79469ae0453b575",157435.9,2015,2015,157435.9,2030,50,"e79469ae0453b575_2030","ITA.9.52.022"
"ITA","City","e79469ae0453b575",157435.9,2015,2015,157435.9,2050,50,"e79469ae0453b575_2050","ITA.9.52.022"
"ESP","City","e79d5fa702c271b4",2164,2010,2010,2164,2030,40,"e79d5fa702c271b4_2030","ESP.10.46.46046"
"ESP","City","e79d5fa702c271b4",2164,2010,2015,2081.4,2030,40,"e79d5fa702c271b4_2030","ESP.10.46.46046"
"ITA","City","e7a612c8587cadb2",6930.542,2011,2011,6930.5,2030,40,"e7a612c8587cadb2_2030","ITA.19.83.014"
"ITA","City","e805079c51821d41",11191.46,2009,2009,11191.5,2050,54,"e805079c51821d41_2050","ITA.8.37.013"
"ESP","City","e80a4c3e1ec2fd38",422630.2,2012,2012,422630.2,2030,40,"e80a4c3e1ec2fd38_2030","ESP.05.35.35026"
"USA","City","e810ddfd21e598b6",249180,2019,2019,249180,2030,60,"e810ddfd21e598b6_2030","USA.48.17.1600000US5363960"
"USA","City","e810ddfd21e598b6",249180,2019,2019,249180,2050,100,"e810ddfd21e598b6_2050","USA.48.17.1600000US5363960"
"USA","City","e824a34d0ef3438b",1444483,2013,2019,860780,2030,50,"e824a34d0ef3438b_2030","USA.24.70.1600000US2717000"
"USA","City","e824a34d0ef3438b",1444483,2013,2008,39066,2030,50,"e824a34d0ef3438b_2030","USA.24.70.1600000US2717000"
"USA","City","e824a34d0ef3438b",1444483,2013,2013,1444483,2030,50,"e824a34d0ef3438b_2030","USA.24.70.1600000US2717000"
"USA","City","e824a34d0ef3438b",1444483,2013,2019,860780,2050,100,"e824a34d0ef3438b_2050","USA.24.70.1600000US2717000"
"USA","City","e824a34d0ef3438b",1444483,2013,2008,39066,2050,100,"e824a34d0ef3438b_2050","USA.24.70.1600000US2717000"
"USA","City","e824a34d0ef3438b",1444483,2013,2013,1444483,2050,100,"e824a34d0ef3438b_2050","USA.24.70.1600000US2717000"
"BEL","City","e8348444b143b028",32877.3,2006,2006,32877.3,2030,40,"e8348444b143b028_2030","BEL.3.2.4.12_1"
"BEL","City","e8348444b143b028",32877.3,2006,2013,25226.1,2030,40,"e8348444b143b028_2030","BEL.3.2.4.12_1"
"AUS","SubRegion","e8373bc2d4b0aa19",932002,2022,2022,932002,2025,100,"e8373bc2d4b0aa19_2025","AUS.8.1_1"
"HUN","City","e856ba1b11bca02c",95055.8,2019,2019,95055.8,2030,40,"e856ba1b11bca02c_2030","HUN.07.144.2612"
"DNK","SubRegion","e85ed89c9e25d16f",425401.1,2007,2007,425401.1,2030,50,"e85ed89c9e25d16f_2030","DNK.4.9_1"
"ITA","City","e869025168bfa1d4",23060.33,2007,2007,23060.3,2030,40,"e869025168bfa1d4_2030","ITA.8.40.009"
"ITA","City","e876364ebd779a89",98895,2008,2008,98470.2,2030,40,"e876364ebd779a89_2030","ITA.8.37.038"
"ESP","City","e8a055b05f32268a",27783.7081,2007,2007,26074.8,2030,40,"e8a055b05f32268a_2030","ESP.01.11.11010"
"ESP","City","e8a055b05f32268a",27783.7081,2007,2013,21850.7,2030,40,"e8a055b05f32268a_2030","ESP.01.11.11010"
"ITA","City","e8a814e717132bec",4839.9,2017,2017,4839.9,2030,40.26,"e8a814e717132bec_2030","ITA.19.83.079"
"ITA","City","e8aa57c0d6bddf2e",1607.6,2005,2005,1607.6,2030,40,"e8aa57c0d6bddf2e_2030","ITA.7.8.068"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2021,1224667,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2020,1249424,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2019,1481458,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2018,1519837,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2016,1823388,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2015,1796590,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2012,2143441,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2021,1606231,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2007,2984499.6,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2008,2922295,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"SWE","SubRegion","e8b0e57c90fdee4f",1606231,2021,2012,2256930.1,2040,100,"e8b0e57c90fdee4f_2040","SWE.01.0180"
"ESP","City","e8b9e58e8e591d88",4730.106,2007,2007,4730.1,2030,40,"e8b9e58e8e591d88_2030","ESP.10.03.03052"
"ESP","City","e8b9e58e8e591d88",4730.106,2007,2015,4504.8,2030,40,"e8b9e58e8e591d88_2030","ESP.10.03.03052"
"USA","City","e8bc74f562e8b968",6759179,2020,2020,6759179,2045,100,"e8bc74f562e8b968_2045","USA.21.3.1600000US2404000"
"USA","City","e8bc74f562e8b968",6759179,2020,2007,8570441,2045,100,"e8bc74f562e8b968_2045","USA.21.3.1600000US2404000"
"JPN","Region","e8c63cce65a90e9b",10995000,2013,NA,NA,2030,32,"e8c63cce65a90e9b_2030","JPN.3"
"JPN","Region","e8c63cce65a90e9b",10995000,2013,NA,NA,2050,100,"e8c63cce65a90e9b_2050","JPN.3"
"PRT","SubRegion","e8d1eb4cfbb4394d",510538.9,2010,2010,515543.1,2030,45,"e8d1eb4cfbb4394d_2030","PRT.13.3_1"
"PRT","SubRegion","e8d1eb4cfbb4394d",510538.9,2010,2013,443562.2,2030,45,"e8d1eb4cfbb4394d_2030","PRT.13.3_1"
"PRT","SubRegion","e8d1eb4cfbb4394d",510538.9,2010,2015,422431,2030,45,"e8d1eb4cfbb4394d_2030","PRT.13.3_1"
"PRT","SubRegion","e8d1eb4cfbb4394d",510538.9,2010,2017,420951.7,2030,45,"e8d1eb4cfbb4394d_2030","PRT.13.3_1"
"PRT","SubRegion","e8d1eb4cfbb4394d",510538.9,2010,2020,374821.4,2030,45,"e8d1eb4cfbb4394d_2030","PRT.13.3_1"
"PRT","SubRegion","e8d1eb4cfbb4394d",510538.9,2010,2010,510538.9,2030,45,"e8d1eb4cfbb4394d_2030","PRT.13.3_1"
"ESP","City","e8dcaf3fbe1e79b8",1872.1,2010,2010,1872.1,2030,40,"e8dcaf3fbe1e79b8_2030","ESP.10.46.46208"
"ESP","City","e8dcaf3fbe1e79b8",1872.1,2010,2015,1714.4,2030,40,"e8dcaf3fbe1e79b8_2030","ESP.10.46.46208"
"ESP","City","e8dcaf3fbe1e79b8",1872.1,2010,2010,1872.1,2049,50,"e8dcaf3fbe1e79b8_2049","ESP.10.46.46208"
"ESP","City","e8dcaf3fbe1e79b8",1872.1,2010,2015,1714.4,2049,50,"e8dcaf3fbe1e79b8_2049","ESP.10.46.46208"
"BEL","City","e917fbfc04bb1641",111038.4,2012,2012,111038.4,2030,40,"e917fbfc04bb1641_2030","BEL.2.1.2.3_1"
"ITA","City","e92a41d09625e30f",2676.763,2010,2010,2676.8,2050,31,"e92a41d09625e30f_2050","ITA.17.77.007"
"ITA","City","e92a41d09625e30f",2676.763,2010,2011,2676.8,2050,31,"e92a41d09625e30f_2050","ITA.17.77.007"
"ITA","City","e92a41d09625e30f",2676.763,2010,2016,2650.6,2050,31,"e92a41d09625e30f_2050","ITA.17.77.007"
"MDA","SubRegion","e942084f234da424",1135.7,2020,2020,1135.7,2030,30,"e942084f234da424_2030","MDA.14.8"
"GBR","City","e966fe216227f564",1377764,2015,2019,1582762.61,2025,61.5,"e966fe216227f564_2025","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2005,1974190.5,2025,61.5,"e966fe216227f564_2025","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2007,1864300,2025,61.5,"e966fe216227f564_2025","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2015,1377764,2025,61.5,"e966fe216227f564_2025","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2019,1582762.61,2030,82.4,"e966fe216227f564_2030","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2005,1974190.5,2030,82.4,"e966fe216227f564_2030","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2007,1864300,2030,82.4,"e966fe216227f564_2030","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2015,1377764,2030,82.4,"e966fe216227f564_2030","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2019,1582762.61,2035,91.9,"e966fe216227f564_2035","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2005,1974190.5,2035,91.9,"e966fe216227f564_2035","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2007,1864300,2035,91.9,"e966fe216227f564_2035","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2015,1377764,2035,91.9,"e966fe216227f564_2035","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2019,1582762.61,2040,100,"e966fe216227f564_2040","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2005,1974190.5,2040,100,"e966fe216227f564_2040","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2007,1864300,2040,100,"e966fe216227f564_2040","GBR.1.01.86"
"GBR","City","e966fe216227f564",1377764,2015,2015,1377764,2040,100,"e966fe216227f564_2040","GBR.1.01.86"
"BEL","City","e975fc2fa1e5b306",122299.2,2006,2006,122299.2,2030,40,"e975fc2fa1e5b306_2030","BEL.3.2.5.6_1"
"BEL","City","e975fc2fa1e5b306",122299.2,2006,2014,113448.9,2030,40,"e975fc2fa1e5b306_2030","BEL.3.2.5.6_1"
"BEL","City","e975fc2fa1e5b306",122299.2,2006,2016,113560.5,2030,40,"e975fc2fa1e5b306_2030","BEL.3.2.5.6_1"
"BEL","City","e975fc2fa1e5b306",122299.2,2006,2006,122299.2,2050,70,"e975fc2fa1e5b306_2050","BEL.3.2.5.6_1"
"BEL","City","e975fc2fa1e5b306",122299.2,2006,2014,113448.9,2050,70,"e975fc2fa1e5b306_2050","BEL.3.2.5.6_1"
"BEL","City","e975fc2fa1e5b306",122299.2,2006,2016,113560.5,2050,70,"e975fc2fa1e5b306_2050","BEL.3.2.5.6_1"
"ESP","City","e9817ee107bf370f",65109.7,2005,2005,56694.4,2025,30,"e9817ee107bf370f_2025","ESP.04.07.07055"
"ESP","City","e9817ee107bf370f",65109.7,2005,2005,65109.7,2025,30,"e9817ee107bf370f_2025","ESP.04.07.07055"
"ESP","City","e9817ee107bf370f",65109.7,2005,2017,90082.7,2025,30,"e9817ee107bf370f_2025","ESP.04.07.07055"
"ESP","City","e9817ee107bf370f",65109.7,2005,2005,56694.4,2030,41,"e9817ee107bf370f_2030","ESP.04.07.07055"
"ESP","City","e9817ee107bf370f",65109.7,2005,2005,65109.7,2030,41,"e9817ee107bf370f_2030","ESP.04.07.07055"
"ESP","City","e9817ee107bf370f",65109.7,2005,2017,90082.7,2030,41,"e9817ee107bf370f_2030","ESP.04.07.07055"
"DNK","SubRegion","e9872d090fe94f5b",234097.2,2007,2007,287769.2,2030,40,"e9872d090fe94f5b_2030","DNK.2.9_1"
"DNK","SubRegion","e9872d090fe94f5b",234097.2,2007,2011,263681.6,2030,40,"e9872d090fe94f5b_2030","DNK.2.9_1"
"DNK","SubRegion","e9872d090fe94f5b",234097.2,2007,2015,186360.5,2030,40,"e9872d090fe94f5b_2030","DNK.2.9_1"
"DNK","SubRegion","e9872d090fe94f5b",234097.2,2007,2017,278659.4,2030,40,"e9872d090fe94f5b_2030","DNK.2.9_1"
"ESP","City","e9c1f5176d1b1cd8",2029.7,2010,2010,2029.7,2030,40,"e9c1f5176d1b1cd8_2030","ESP.10.46.46099"
"ESP","City","e9c1f5176d1b1cd8",2029.7,2010,2015,1799.9,2030,40,"e9c1f5176d1b1cd8_2030","ESP.10.46.46099"
"ESP","City","e9c1f5176d1b1cd8",2029.7,2010,2010,2029.7,2049,50,"e9c1f5176d1b1cd8_2049","ESP.10.46.46099"
"ESP","City","e9c1f5176d1b1cd8",2029.7,2010,2015,1799.9,2049,50,"e9c1f5176d1b1cd8_2049","ESP.10.46.46099"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2021,17012453,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2020,16701439,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2019,19591104,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2018,19000513,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2017,19722022,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2016,18761577,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2015,18994058,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2014,18563583,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2013,18649195,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2012,18693524,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2011,17874809,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2010,18166406,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2021,9559247,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"NZL","Region","e9c3732c2d9e6b3e",17012453,2021,2016,10818232,2050,100,"e9c3732c2d9e6b3e_2050","NZL.1_1"
"ESP","City","e9d243cd62a2333d",24955.58,2012,2012,24955.6,2030,40,"e9d243cd62a2333d_2030","ESP.10.46.46085"
"ITA","City","ea091c68b3695331",108596.5,2010,2010,108596.5,2031,40,"ea091c68b3695331_2031","ITA.8.33.021"
"ESP","City","ea1b0d16e98a2131",8068.4,2010,2010,8068.4,2030,40,"ea1b0d16e98a2131_2030","ESP.12.32.32071"
"ESP","City","ea1c41878df77803",10845.8,2011,2011,10845.8,2030,40,"ea1c41878df77803_2030","ESP.11.06.06128"
"ESP","City","ea1e07f452321549",15720.6,2010,2010,15720.6,2030,40,"ea1e07f452321549_2030","ESP.10.46.46051"
"ARG","City","ea3d0d1c788d04cf",5356.55,2020,2020,31982.09,2030,29.89,"ea3d0d1c788d04cf_2030","ARG.82.021.2329"
"ARG","City","ea3d0d1c788d04cf",5356.55,2020,2020,5356.55,2030,29.89,"ea3d0d1c788d04cf_2030","ARG.82.021.2329"
"ESP","City","ea4b52ff6eb7e059",1820.1,2010,2010,1820.1,2030,40,"ea4b52ff6eb7e059_2030","ESP.10.46.46040"
"UKR","City","ea4c30094ca76bbc",3887744.1,2008,2008,3887744.1,2030,40,"ea4c30094ca76bbc_2030","UKR.51.10.027.001"
"USA","City","ea4fea6a956c2f66",696407,2012,NA,NA,2050,100,"ea4fea6a956c2f66_2050","USA.5.7.1600000US0660620"
"ESP","City","ea5da9f40d815121",155334,2005,2005,155334,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2006,182889.7,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2007,188512.9,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2008,183483.3,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2009,157903.8,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2010,171721.4,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2011,204254.3,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"ESP","City","ea5da9f40d815121",155334,2005,2017,131937.8,2030,40,"ea5da9f40d815121_2030","ESP.04.07.07051"
"USA","City","ea6303fca158790e",731408,2014,NA,NA,2030,19,"ea6303fca158790e_2030","USA.6.31.1600000US0883835"
"MEX","SubRegion","ea6cb5021e0153ee",16100617,2016,NA,NA,2030,67,"ea6cb5021e0153ee_2030","MEX.14.40_2"
"MEX","SubRegion","ea6cb5021e0153ee",16100617,2016,NA,NA,2050,100,"ea6cb5021e0153ee_2050","MEX.14.40_2"
"JPN","Region","ea7aa027fc8c7b7b",28245000,2013,NA,NA,2030,40,"ea7aa027fc8c7b7b_2030","JPN.26"
"JPN","Region","ea7aa027fc8c7b7b",28245000,2013,NA,NA,2050,100,"ea7aa027fc8c7b7b_2050","JPN.26"
"USA","City","ea820b7dacae4f64",460733,2016,NA,NA,2030,63,"ea820b7dacae4f64_2030","USA.10.6.1600000US1228452"
"USA","City","ea820b7dacae4f64",460733,2016,NA,NA,2050,100,"ea820b7dacae4f64_2050","USA.10.6.1600000US1228452"
"ESP","City","ea92057885591f96",12211.5,2010,2010,12211.5,2030,40,"ea92057885591f96_2030","ESP.10.46.46178"
"VNM","Region","eadb22118d5767bc",17936602,2015,2015,17936602,2050,100,"eadb22118d5767bc_2050","VNM.27_1"
"ESP","City","eae3f00d8cab1644",36796.5,2013,2013,36796.5,2030,40,"eae3f00d8cab1644_2030","ESP.12.15.15061"
"FRA","City","eb18dd1a10a1c847",681833.6,2005,2005,681833.6,2050,75,"eb18dd1a10a1c847_2050","FRA.84.038.1.38185"
"FRA","City","eb18dd1a10a1c847",681833.6,2005,2014,501901.2,2050,75,"eb18dd1a10a1c847_2050","FRA.84.038.1.38185"
"USA","Region","eb1d43008b77e9fa",147832460.797569,2021,1970,186798647.975295,2050,100,"eb1d43008b77e9fa_2050","USA.23_1"
"USA","Region","eb1d43008b77e9fa",147832460.797569,2021,1971,192678132.845625,2050,100,"eb1d43008b77e9fa_2050","USA.23_1"
"USA","Region","eb1d43008b77e9fa",147832460.797569,2021,1972,199428521.051006,2050,100,"eb1d43008b77e9fa_2050","USA.23_1"
"USA","Region","eb1d43008b77e9fa",147832460.797569,2021,1973,199977989.805635,2050,100,"eb1d43008b77e9fa_2050","USA.23_1"
