iso,climactor_id,GDAM_id,baseline_value,baseline_year,target_year,target_value,target_year_emission,annualized_ambition
ESP,14211d9513d646b0,ESP.13.28.28113,313664.0,2013,2030,40.0,188198.4,0.019989654407636115
ESP,143a7e9d9e51469b,ESP.10.46.46043,298.2,2010,2049,50.0,149.1,0.010450773046505324
ESP,146b15797ac1e22b,ESP.12.32.32039,10123.8,2014,2030,40.0,6074.28,0.021252193235536287
BEL,146e9d9db5730434,BEL.2.4.1.17_1,41035.15,2011,2030,40.0,24621.09,0.01786680031720378
BEL,149c4af5d211c842,BEL.3.3.1.9_1,124069.3,2006,2030,40.0,74441.58,0.014118413069381885
ESP,14c85bb0290c7a41,ESP.01.29.29067,1682732.6,2017,2050,100.0,0.0,0.021226606315364105
ITA,14d890d5d26f635d,ITA.6.32.001,27224.1,2008,2030,40.0,16334.46,0.015411747273741838
ITA,14e50d5b4c300127,ITA.19.81.002,7416.6,2011,2030,40.0,4449.96,0.01786680031720378
ITA,1518c7383420f1ec,ITA.12.59.015,9279.969,2011,2050,20.0,7423.9752,0.004685856160555835
ROU,15352753e96e47a2,ROU.350.155243,1179453.0,2008,2030,40.0,707671.7999999999,0.015411747273741838
ESP,154b9e34f8efa0ce,ESP.10.03.03079,38251.26,2007,2030,40.0,22950.756,0.014736758555106588
ITA,1557360861e4b3f2,ITA.5.26.051,145175.9,2010,2030,40.0,87105.54,0.01696592574647271
ITA,155b97b3961244a6,ITA.19.81.005,28572.05,2011,2030,40.0,17143.23,0.01786680031720378
ESP,156ac5a61e5a447e,ESP.09.08.08077,182670.794,2005,2030,40.0,109602.4764,0.01354986801622915
ESP,158a76e82eb22f43,ESP.10.03.03128,58050.1,2007,2040,100.0,0.0,0.021226606315364105
ESP,158ae3d2299c57aa,ESP.05.38.38010,10714.0,2009,2030,40.0,6428.4,0.016151535814308726
BEL,15ef3ea86317120f,BEL.3.3.3.7_1,74500.9,2006,2030,40.0,44700.53999999999,0.014118413069381885
ITA,16085f897cb0f20f,ITA.1.4.073,8133.0,2000,2030,44.0,4554.4800000000005,0.012228939874784794
KOR,16098e82e6e578db,KOR.1_1,23956452.0,2020,2050,100.0,0.0,0.023373891996774976
ESP,16137f44eb62ba52,ESP.12.27.27024,9532.7,2010,2030,40.0,5719.62,0.01696592574647271
KOR,163632d1d3368966,KOR.8.1_2,8791044.0,2020,2050,100.0,0.0,0.023373891996774976
IRL,164c84b731abde6d,IRL.13_1,381090.9,1990,2030,20.0,304872.72000000003,0.004568442580003218
ESP,166382d971539676,ESP.01.11.11030,172531.1292,2007,2030,40.0,103518.67752,0.014736758555106588
KOR,168505a5c4eddecc,KOR.16.1_2,1127671.0,2018,2030,40.0,676602.6,0.028436155726361267
GRC,1691d182bc3ff8ef,GRC.2.2.18.01,552426.7,2014,2050,70.0,165728.01,0.01484883832127104
ITA,169901ac9df2305b,ITA.5.28.004,20689.8,2008,2030,40.0,12413.88,0.015411747273741838
ITA,169d0e79c691e47b,ITA.12.59.024,70639.0,2010,2030,43.0,40264.23,0.018044593535476938
GBR,17022c7f58348b1f,GBR.2.1.156,2734000.0,2020,2050,100.0,0.0,0.023373891996774976
COL,1708cfb62534e9af,COL.8.9_2,2496.0,2022,2050,92.4,189.69599999999988,0.023646912799930364
ECU,17100a39de8d0fc8,ECU.19.6_1,7611216.0,2015,2030,30.0,5327851.199999999,0.017644813405053306
ITA,1719b60504f218c5,ITA.8.36.037,53745.73,1998,2030,40.0,32247.438000000002,0.010570231718477041
JPN,171db7b362141ca9,JPN.34.369,3521100.0,2013,2030,33.0,2359136.9999999995,0.016916726191270826
ITA,17436f77ec6ba53a,ITA.19.84.014,5893445.83,2011,2030,40.0,3536067.498,0.01786680031720378
ITA,174b7d12c3e65dce,ITA.9.50.005,19252.4,2012,2030,44.0,10781.344000000001,0.02046453567684825
BIH,1757f968a4d906b4,BIH.2.8.4_1,15839.8,2007,2030,40.0,9503.88,0.014736758555106588
ESP,1775c806fa738e56,ESP.09.43.43140,21591.8,2005,2030,30.0,15114.259999999998,0.010549831729349979
ESP,1786a5defbb957ce,ESP.14.30.30902,57932.3,2012,2022,25.0,43449.225000000006,0.022565182563572872
ITA,178f7ea7db355ec7,ITA.12.58.003,176705.8,2004,2030,40.0,106023.48,0.013025340110280892
KOR,17a4203bf1621541,KOR.4_1,8966000.0,2018,2050,100.0,0.0,0.021897148654116627
ITA,17abf25bdeba2f26,ITA.3.16.101,10560.0,2005,2030,40.0,6336.0,0.01354986801622915
ITA,17bb1c9e64eff300,ITA.19.86.008,3803.859,2015,2030,40.0,2282.3154,0.02268495988716035
ITA,17c3823dbf64df0a,ITA.5.26.041,9818.2,2010,2030,40.0,5890.92,0.01696592574647271
BEL,17d8df8b23496f1f,BEL.2.1.3.20_1,50215.1,2011,2030,40.0,30129.059999999998,0.01786680031720378
POL,180c92fedb0454da,POL.12.8_1,717320.9,2005,2030,30.0,502124.63,0.010549831729349979
ITA,180dc8da1a76623d,ITA.19.82.054,61107.79,2011,2030,40.0,36664.674,0.01786680031720378
ESP,180f8ddd37113af8,ESP.10.46.46207,16013.9,2010,2030,40.0,9608.34,0.01696592574647271
ITA,1812fc593b908eec,ITA.11.43.012,49202.0,2011,2030,41.0,29029.180000000004,0.01824816827755149
FIN,18306f0c7ac7bedf,FIN.16.73,41779.0,1990,2030,40.0,25067.399999999998,0.008447284564975455
ESP,1834f1adeda9f681,ESP.12.36.36056,17981.5,2014,2030,40.0,10788.9,0.021252193235536287
ESP,1846cdd371e69163,ESP.12.32.32028,5931.6,2010,2030,40.0,3558.96,0.01696592574647271
ESP,1848d261c7485c73,ESP.10.46.46206,1018.6,2010,2049,50.0,509.3,0.010450773046505324
ESP,186b309f13d1d834,ESP.12.36.36010,9111.5,2015,2030,41.95,5289.2257500000005,0.023628478134050113
VNM,1893b7e92bf31d33,VNM.50_1,2037045.0,2022,2030,32.0,1385190.5999999999,0.03531317664186129
ITA,18b5b313731e211f,ITA.5.26.087,40773.6,2007,2030,24.0,30987.935999999998,0.009396541554194116
ESP,18f85f98c63e0b2e,ESP.10.46.46123,3252.3,2010,2030,40.0,1951.38,0.01696592574647271
JPN,19495898e24279ce,JPN.28.1286,12392000.0,2013,2050,100.0,0.0,0.018910284405250666
BEL,19590c3075a241b9,BEL.3.3.1.8_1,55034.3,2006,2030,56.0,24215.091999999997,0.018701295045619792
ITA,196c857828eec03c,ITA.8.39.013,81908.6,2008,2050,47.9,42674.380600000004,0.009361792455764073
ESP,19b92c3c5237d17e,ESP.10.46.46067,3492.1,2010,2030,40.0,2095.2599999999998,0.01696592574647271
ITA,19c099a83c2dbb29,ITA.3.16.168,14388.88,2005,2050,22.0,11223.3264,0.00442868574299915
ITA,19d353424fc2ca2a,ITA.8.40.013,75793.4,2007,2030,55.0,34107.02999999999,0.01923725894212791
ESP,19fdbb69d5482d29,ESP.10.46.46089,4478099.23,2010,2030,40.0,2686859.538,0.01696592574647271
USA,1a3e12489c0c59fd,USA.5.1.1600000US0626000,1600345.0,2005,2045,100.0,0.0,0.017479692102686295
USA,1a4c7a3d5f372c41,USA.23.86.1600000US2622000,10500000.0,2012,2050,100.0,0.0,0.018408093274101978
ITA,1a4fe053a382d37b,ITA.8.40.043,24836.65,2007,2030,40.0,14901.99,0.014736758555106588
ITA,1aa229b96338fd63,ITA.4.22.095,13978.18,2007,2050,23.0,10763.1986,0.004825890288817636
GEO,1aa4d44de48a7056,GEO.6.1_1,104236.2,2014,2030,40.0,62541.719999999994,0.021252193235536287
DEU,1ab62f61f9d5d4a5,DEU.1.26_1,4350000.0,1990,2030,93.0,304499.99999999977,0.016573847327759017
USA,1ac99e7036bcf97e,USA.34.65.1600000US3774440,9704.0,2007,2050,58.0,4075.6800000000003,0.010694569565896872
ITA,1ad209e75c5fac3c,ITA.18.79.058,10595.7,2016,2030,40.0,6357.42,0.024324869001833394
DNK,1b45bdb3c682e991,DNK.1.23_1,381000.0,1990,2030,80.0,76199.99999999999,0.014803164029113303
ITA,1b82e5c8ed57eed3,ITA.8.34.017,35974.23,2008,2030,40.0,21584.538,0.015411747273741838
ESP,1b88ecabd06035f3,ESP.09.25.25203,58163.0,2005,2030,47.0,30826.390000000003,0.01552985003892382
JPN,1b958998424141e1,JPN.17,8029000.0,2013,2050,100.0,0.0,0.018910284405250666
BEL,1babecd031f57572,BEL.3.3.3.27_1,249145.7,2006,2030,40.0,149487.42,0.014118413069381885
ITA,1bddb8a530955ccb,ITA.8.37.030,116170.5,2008,2030,40.0,69702.3,0.015411747273741838
BEL,1bfb2097bb61b3c4,BEL.2.1.1.24_1,51939.2,2012,2030,40.0,31163.519999999997,0.018868708060818307
ITA,1c12bbff2aa03a1f,ITA.8.35.022,19538.24,2007,2030,40.0,11722.944000000001,0.014736758555106588
BRA,1c1566f4c2790f72,BRA.21.401_2,812837.0,2019,2050,100.0,0.0,0.022611435601268326
BEL,1c355928b781289a,BEL.3.3.4.13_1,78817.1,2006,2030,40.0,47290.26,0.014118413069381885
ITA,1c489365f6742e3b,ITA.8.35.024,151781.7,2007,2030,40.0,91069.02,0.014736758555106588
ESP,1c5f029296aa1632,ESP.12.32.32048,6352.0,2018,2030,40.0,3811.2,0.028436155726361267
MDA,1c6617d3e9a43458,MDA.15.765,6078.0,2015,2030,30.0,4254.599999999999,0.017644813405053306
VNM,1c6ef1d140a3183a,VNM.40.4_1,917276.0,2021,2030,9.0,834721.16,0.009621289435053804
BEL,1c898fda3707e704,BEL.2.4.2.30_1,36798.61,2011,2030,40.0,22079.166,0.01786680031720378
ESP,1c9854d582d1d02a,ESP.12.32.32018,5361.6,2015,2030,40.0,3216.96,0.02268495988716035
ESP,1c99146a48bbc6e1,ESP.09.17.17073,15045.51,2005,2030,40.0,9027.306,0.01354986801622915
ESP,1cc9dc982ce975b9,ESP.04.07.07042,137354.4,2005,2030,50.0,68677.2,0.016350839811869022
ESP,1cce6dea4d03d424,ESP.10.12.12028,16190.0,2015,2030,40.0,9714.0,0.02268495988716035
ESP,1cd2822ca3d4a858,ESP.12.15.15075,31529.3,2015,2030,40.0,18917.579999999998,0.02268495988716035
BEL,1cebb9a781e86e84,BEL.3.4.5.1_1,27758.7,2006,2050,60.0,11103.480000000001,0.010739155848709325
ESP,1d006a275f8d1d44,ESP.10.46.46135,20965.4,2010,2030,40.0,12579.24,0.01696592574647271
CZE,1d11b94d673bc459,CZE.64.1317,2028290.0,2000,2030,40.0,1216974.0,0.011278873450424776
ITA,1d3bb3727f0a9311,ITA.8.40.046,19109.08,2009,2030,40.0,11465.448,0.016151535814308726
ESP,1d3daec86c2a9ef4,ESP.05.38.38035,50380.0,2009,2030,40.0,30228.0,0.016151535814308726
DEU,1d7536848aea0406,DEU.9_1,97483000.0,1990,2050,80.0,19496599.999999996,0.009844586655795684
BEL,1d8089741e73fd5d,BEL.2.3.3.6_1,54800.7,2011,2030,40.0,32880.42,0.01786680031720378
ESP,1d9e4988d39ff7d4,ESP.14.30.30030,2141277.0,2007,2030,40.0,1284766.2,0.014736758555106588
ITA,1dad9ceb87a56b1e,ITA.3.14.014,2195.699,2005,2050,21.0,1734.6022100000002,0.004244992554902849
FIN,1de106d29f5e6378,FIN.16.233,1076351.0,1990,2030,100.0,0.0,0.017479692102686295
ESP,1e056e64c25d7bff,ESP.04.07.07004,24318.9,2005,2030,40.07,14574.31677,0.013570134150138857
ITA,1e2250244961298f,ITA.19.84.022,4803.831,2011,2030,40.0,2882.2986,0.01786680031720378
VNM,1e2399dea2324fca,VNM.54_1,3758231.0,2022,2050,100.0,0.0,0.025064211965874605
ITA,1e23f249f0d53ca6,ITA.4.22.087,23721.77,2008,2030,40.0,14233.062,0.015411747273741838
ITA,1e4eb69048d400de,ITA.19.86.015,15319.18,2011,2030,40.0,9191.508,0.01786680031720378
USA,1e95a0fed656db09,USA.48.27.1600000US5370000,2180000.0,2000,2030,50.0,1090000.0,0.013607250893419964
COL,1e9abd4acadc21b6,COL.21.28_2,701303.0,2021,2030,51.0,343638.47,0.04685450780217626
ITA,1ea8ad73e6c7aae0,ITA.8.40.049,11061.6,2007,2030,55.0,4977.719999999999,0.01923725894212791
ESP,1ed7c5a59d68ac3a,ESP.09.43.43055,13605.4,2005,2031,40.0,8163.24,0.013025340110280892
ESP,1edaf35323d78401,ESP.01.11.11002,27655.5154,2007,2030,40.0,16593.30924,0.014736758555106588
FRA,1eed375387fc8ab4,FRA.MA.200030195,2156866.0,2010,2030,40.0,1294119.5999999999,0.01696592574647271
CRI,1ef30b28cb9c9263,CRI.4.2_1,399524.54,2017,2050,100.0,0.0,0.021226606315364105
ITA,1f10790b0f21c293,ITA.5.24.004,60155.5,2005,2030,45.0,33085.525,0.014973539054925045
ESP,1f17474bbf66577a,ESP.05.35.35002,134755.9,2012,2030,40.0,80853.54,0.018868708060818307
ITA,1f20a4589d96d417,ITA.19.88.005,47121.97,2011,2030,40.0,28273.182,0.01786680031720378
ITA,1f33b4eb65926cf1,ITA.5.28.042,24485.2,2010,2050,50.0,12242.6,0.010188177345910487
NLD,1f4a962f422cfcfb,NLD.8.14_1,756223.8,2008,2044,100.0,0.0,0.019440643702144822
JPN,1f71586d9e920eb7,JPN.4,19210000.0,2013,2050,100.0,0.0,0.018910284405250666
FRA,1f77c6ecae3ef8a9,FRA.MA.200093201,7032254.7,2007,2050,100.0,0.0,0.016250325193551962
ESP,1f7b0257a87d86f1,ESP.04.07.07064,25852.6,2005,2030,55.0,11633.669999999998,0.01768475295469374
GBR,1f7ce145d016ec76,GBR.1.04.18,1560312.47,2019,2028,100.0,0.0,0.08005973889230611
ESP,1f8b641e6d1814f7,ESP.10.46.46183,30447.2,2010,2049,40.0,18268.32,0.008664817327093566
ITA,1f92a8bdca223a7b,ITA.19.83.078,8211.9,2017,2030,40.26,4905.78906,0.02636681710098121
ESP,1f988b3acdb190e0,ESP.10.03.03012,8202.4,2010,2030,58.66,3390.87216,0.023348064489797427
ESP,1fd8bdde1c246222,ESP.10.46.46057,906.4,2010,2049,50.0,453.2,0.010450773046505324
ITA,1febd0b2526af7a7,ITA.5.26.058,54718.0,2007,2030,40.0,32830.799999999996,0.014736758555106588
NOR,2006064a1d44f0c0,NOR.15.24_1,524491.0,2009,2030,80.0,104898.19999999998,0.028385237193824464
ESP,20191d31ee9b2877,ESP.04.07.07063,13954.6,2005,2050,100.0,0.0,0.015522512504275054
ESP,2030168f8c6a533d,ESP.10.46.46192,1204.9,2010,2030,40.0,722.94,0.01696592574647271
ESP,204b7701b916b63b,ESP.12.36.36041,44475.1,2015,2030,40.0,26685.059999999998,0.02268495988716035
KOR,2057c2f82f815e1f,KOR.14.22_2,43678723.0,2022,2030,40.0,26207233.8,0.042956042188392995
ARE,207c479f7332744a,ARE.3_1,81100437.0,2021,2050,100.0,0.0,0.02418956024899721
UKR,20cec754b6860bcf,UKR.07.04.003,54279.6,2014,2050,50.0,27139.8,0.011326585144617374
USA,20d2d3ee9016530e,USA.40_1,10642109.1356317,2021,2050,100.0,0.0,0.02418956024899721
BEL,20d47f55e837ecb2,BEL.2.1.2.8_1,67116.8,2011,2030,40.0,40270.08,0.01786680031720378
ESP,20d7bd7ac8a13c56,ESP.09.43.43089,1438.8,2005,2030,41.0,848.892,0.013838465436646352
ESP,20d9d69d7ca6c9f4,ESP.12.36.36054,58713.7,2018,2030,40.0,35228.219999999994,0.028436155726361267
DEU,20eda418a8ff9bc9,DEU.14.3_1,3458675.8,2005,2030,41.0,2040618.722,0.013838465436646352
ITA,20f80b26425d0b7d,ITA.19.83.066,33473.8,2011,2050,70.0,10042.140000000003,0.013698833419628187
GBR,2103786283e77073,GBR.3.1.184,86155.0,2010,2045,100.0,0.0,0.020001609421198996
UKR,210dbe686b6738c8,UKR.51.08.007.001,49579.2,2013,2050,40.0,29747.519999999997,0.00913531886040797
ESP,210fe432e791b2b0,ESP.12.32.32091,8312.8,2010,2030,40.0,4987.679999999999,0.01696592574647271
ITA,211a1ea1d6ed92c4,ITA.3.97.047,2676.716,2005,2050,21.0,2114.60564,0.004244992554902849
BEL,214a400db963f0e2,BEL.3.3.4.2_1,36108.4,2006,2030,55.0,16248.779999999999,0.01842836676717563
ESP,214fd6f6dbdc83ec,ESP.12.32.32003,3251.3,2010,2030,40.0,1950.78,0.01696592574647271
ESP,215bcea9abc311c9,ESP.10.46.46251,4829.4,2010,2049,50.0,2414.7,0.010450773046505324
ESP,2166c86d5f9f7b30,ESP.10.46.46210,594.9,2010,2049,50.0,297.45,0.010450773046505324
ARG,216c4c9667b5d334,ARG.54.063.0210,87836.34,2020,2030,32.52,59271.96223199999,0.028556475491433142
DNK,2175820638671ca7,DNK.2.2_1,307890.6,2009,2025,25.0,230917.94999999998,0.014044177685513581
ITA,217e096e745f5159,ITA.8.37.009,69176.93,2008,2030,40.0,41506.157999999996,0.015411747273741838
BEL,21804feaf1b5a3f6,BEL.2.1.1.8_1,81160.52,2012,2030,40.0,48696.312,0.018868708060818307
GRC,2197658d0f62d44c,GRC.5.1.46.01,584942.5,2010,2030,40.0,350965.5,0.01696592574647271
ITA,21a4ebd3680cde05,ITA.19.88.003,136770.2,2011,2030,43.0,77959.01400000001,0.019003277629532356
GRC,21b1e5e272972b2c,GRC.1.2.07.01,2458742.3,2011,2030,100.0,0.0,0.03715504444619189
ITA,21fcb06aa147f7fa,ITA.19.83.099,11880.69,2011,2035,30.0,8316.483,0.01099181529506743
BEL,21fde1e843178b62,BEL.3.2.7.4_1,46705.9,2006,2049,80.0,9341.179999999998,0.013763311512757781
UKR,2210e914558f4ea5,UKR.74.02.001.001,49279.5,2016,2031,30.0,34495.649999999994,0.017644813405053306
ITA,221be84de850c2f7,ITA.8.37.061,215874.5,2009,2030,43.7,121537.34349999999,0.017414543379590475
UKR,22219ecfc2457b30,UKR.14.02.001.001,244879.3,2016,2030,40.0,146927.58,0.024324869001833394
BEL,2223f13f5f4a3fe9,BEL.3.3.2.11_1,123079.9,2006,2049,55.0,55385.954999999994,0.010244090217928825
ESP,2225be26285a5207,ESP.10.03.03005,16555.56,2007,2030,40.0,9933.336000000001,0.014736758555106588
GRC,2240e494bd3c878a,GRC.3.2.27.01,30719.3,2012,2030,40.0,18431.579999999998,0.018868708060818307
ARG,224392bcdb878c6b,ARG.50.063,1271282.03,2019,2030,36.39,808662.499283,0.02861524630320811
USA,225ab8d7b55f31d9,USA.47.25.1600000US5114968,459309.0,2011,2050,100.0,0.0,0.01793188433739057
ESP,226c9eb5f58f795a,ESP.01.11.11015,355161.8547,2007,2030,40.0,213097.11282,0.014736758555106588
ESP,22785ce05924df96,ESP.10.46.46133,854.5,2010,2030,40.0,512.6999999999999,0.01696592574647271
BEL,228337d8b86edd65,BEL.2.5.7.1_1,137487308.213785,2011,2030,40.0,82492384.928271,0.01786680031720378
AUS,2297dc0612fddc14,AUS.8_1,21452000.0,2020,2050,100.0,0.0,0.023373891996774976
BEL,22afd0d26425ac73,BEL.3.4.4.3_1,8842.5,2006,2050,100.0,0.0,0.015878083105551388
ITA,22b00766ba2d40e8,ITA.1.4.025,50832.1,2011,2030,40.1,30448.4279,0.01790505304535772
ESP,22d09cac17d5c734,ESP.05.38.38004,31800875.83,2018,2030,40.0,19080525.498,0.028436155726361267
JPN,22d1e04376da1374,JPN.25,9215000.0,2013,2030,46.0,4976100.0,0.02251059097922914
ITA,22f1811657df1bdd,ITA.5.23.002,22994.5,2006,2030,42.0,13336.810000000001,0.014717961039953265
SWE,22ffcf24a06e1730,SWE.12.1287,127509.0,2021,2030,100.0,0.0,0.08005973889230611
CAN,23069881529b2597,CAN.59.15.022,2525918.0,2022,2050,100.0,0.0,0.025064211965874605
JPN,231a42580289a23e,JPN.29,77926000.0,2013,2050,100.0,0.0,0.018910284405250666
USA,232b7ee82d1a23fc,USA.10_1,189000000.0,1990,2050,80.0,37799999.99999999,0.009844586655795684
ESP,233a161b59949ab8,ESP.09.43.43905,161989.6,2005,2030,41.0,95573.86400000002,0.013838465436646352
ESP,239b158883bdc9e9,ESP.12.15.15016,14933.0,2010,2030,40.0,8959.8,0.01696592574647271
ITA,239d1a6d4fe38f78,ITA.3.16.049,21083.0,2012,2030,40.0,12649.8,0.018868708060818307
UKR,23abb49a41158187,UKR.18.04.019.001,740273.0,2010,2024,21.0,584815.67,0.013708856295468141
ITA,23b9f65ab872232c,ITA.8.39.009,93904.7,2008,2050,40.0,56342.82,0.008043419607661972
ITA,23bbff5372d05b9e,ITA.19.84.016,1494.719,2017,2030,40.0,896.8314,0.026220339705550266
UKR,23fd7949ccd98aca,UKR.07.02.013.001,180215.9,2008,2030,32.0,122546.81199999999,0.012699587866353612
ARG,240a4b68a269fd54,ARG.30.084.0301,123686.86,2017,2030,18.0,101423.22520000002,0.012813275337799857
JPN,240b1257126521a0,JPN.18,53150000.0,2013,2050,100.0,0.0,0.018910284405250666
ITA,240cdcb621bce31a,ITA.19.89.013,116402.0,2011,2030,42.0,67513.16,0.018626982412723203
BEL,242faecf20180bdd,BEL.2.4.1.27_1,72439.93,2011,2030,40.0,43463.95799999999,0.017866800317204
ESP,2433eea77d243947,ESP.09.17.17011,4972.3,2005,2030,25.0,3729.2250000000004,0.008965695270398477
ESP,245a457b10e5ab01,ESP.10.46.46154,1869.1,2010,2049,50.0,934.55,0.010450773046505324
BEL,24699d8e1964f7f5,BEL.2.4.1.34_1,162737.5,2011,2050,20.0,130190.0,0.004685856160555835
IND,24bf6eb4f7b4ffda,IND.11.27.MC.1,1887685.0,2015,2023,14.0,1623409.0999999999,0.016513396251598644
CZE,24cb92464f2620af,CZE.41.515.1082.554529,53310.5,2010,2030,40.0,31986.3,0.01696592574647271
ESP,24ff7849c9d2d795,ESP.09.17.17060,3208.8,2005,2030,27.86,2314.82832,0.009879108539659676
ESP,2528bb5f1bebf112,ESP.12.15.15059,52381.3,2010,2030,40.8,31009.729600000006,0.01725570168913726
ESP,25370e9fd863bcbe,ESP.09.17.17036,16032.92,2005,2030,40.0,9619.752,0.01354986801622915
USA,253a5a1f64f0dce8,USA.6.17.1600000US0820000,10503418.0,2021,2040,100.0,0.0,0.03715504444619189
GRC,255dcc4dd23c36ad,GRC.5.1.48.05,295868.0,2012,2030,42.0,171603.44000000003,0.019671928987385012
ESP,255e6cd649cc1d1c,ESP.12.27.27017,5854.9,2010,2030,40.0,3512.9399999999996,0.01696592574647271
ESP,25748701a236cde7,ESP.09.43.43024,11231.3,2005,2030,30.0,7861.909999999999,0.010549831729349979
ESP,259ea8e23b57ccc6,ESP.12.32.32063,11077.4,2017,2030,40.0,6646.44,0.026220339705550266
ITA,25a4d25da10526b8,ITA.17.77.021,65507.73,2009,2050,22.0,51096.02940000001,0.004861801333931881
DNK,25c3d7715b88e217,DNK.2.13_1,38269.6,2001,2050,100.0,0.0,0.014246386967327274
CAN,25cbc1b0f5b829a6,CAN.48.11.061,18246963.0,2005,2030,50.0,9123481.5,0.016350839811869022
ESP,25da59d6a2e7e1b4,ESP.10.03.03136,1289.2,2007,2030,41.0,760.6280000000002,0.01505082263274704
UKR,25dd75fbbde716b2,UKR.23.08.001,34909.4,2015,2050,50.0,17454.7,0.011652080087522387
ESP,25f35d3b8626efcc,ESP.10.46.46189,1553.4,2010,2049,50.0,776.7,0.010450773046505324
ESP,261603eb9c7528da,ESP.10.03.03055,13855.8,2007,2030,40.0,8313.48,0.014736758555106588
CRI,2628b1bfce88c79b,CRI.2.7_1,174429.11,2021,2024,100.0,0.0,0.2599210498948732
ITA,2635561113a09c8b,ITA.19.89.019,5449076.12,2011,2030,40.0,3269445.672,0.017866800317204
ESP,263570d1b772dacb,ESP.10.03.03080,5249.193,2007,2030,40.0,3149.5158,0.014736758555106588
USA,263bd07d412a1fa6,USA.6.7.1600000US0807850,1772281.0,2018,2035,100.0,0.0,0.041616010650583846
BEL,26449d2bd8ce75ba,BEL.2.5.6.3_1,133582.5,2013,2050,85.0,20037.375000000004,0.01676563070852266
ESP,264bcadfb0b67cb5,ESP.12.27.27053,2267.2,2015,2030,42.07,1313.3889599999998,0.023686144910877838
IND,2650a3aa0f06e1f9,IND.16.5.MC.1,17808751.0,2019,2050,100.0,0.0,0.022611435601268326
ARG,26aa172db193de4b,ARG.02,11091190.0,2021,2050,100.0,0.0,0.02418956024899721
ESP,26ae2298cb176486,ESP.10.03.03082,83139.02,2007,2030,40.0,49883.412000000004,0.014736758555106588
ITA,26be17b9d79c4e4e,ITA.19.86.010,5738.928,2011,2030,40.0,3443.3568,0.01786680031720378
ITA,27016b39923518e1,ITA.12.58.079,565572.4548,2004,2030,40.0,339343.47287999996,0.013025340110280892
ESP,270228a4997e72b2,ESP.12.15.15001,17668.7,2011,2030,40.0,10601.22,0.017866800317204
BEL,271a204c367a0f34,BEL.2.3.4.17_1,38804.7,2011,2030,40.0,23282.819999999996,0.017866800317204
ESP,2755d8ad39f2ffec,ESP.09.17.17071,7057.222,2005,2030,40.0,4234.3332,0.01354986801622915
HUN,275b2b0de6937a6e,HUN.16.066.1225,395175.5,2009,2030,40.0,237105.3,0.016151535814308726
GRC,27761f0a81927ffd,GRC.3.1.22.03,228662.6,2015,2030,40.0,137197.56,0.02268495988716035
ITA,27782c5586d5cd06,ITA.19.87.042,31056.9,2011,2050,50.0,15528.45,0.010450773046505324
UKR,27794e2723ba7776,UKR.61.02.009.001,43783.7,2014,2030,30.15,30582.914449999997,0.01660621582666577
MDA,27849b32b627edf2,MDA.15.756,6984.3,2018,2030,30.0,4889.01,0.022104450593615876
ESP,279a3d434476b9a0,ESP.15.31.31097,60441.0,2005,2030,40.0,36264.6,0.01354986801622915
ITA,279ee56a5364000e,ITA.8.37.006,1818507.2,2018,2030,100.0,0.0,0.05946309435929531
FRA,27d4406394f67936,FRA.MA.200046977,8901205.2,2012,2050,100.0,0.0,0.018408093274101978
SWE,2802e713d232dfe3,SWE.13.1384,166004.1,1990,2045,100.0,0.0,0.012682424393701153
USA,28074c244cef4d37,USA.9_1,10486684.0,2006,2030,60.0,4194673.600000001,0.019776498891058036
BEL,286bd408a011f7b5,BEL.3.2.1.8_1,87605.9,2006,2030,40.0,52563.53999999999,0.014118413069381885
ESP,28823acc67302fc1,ESP.01.11.11035,148576.8905,2007,2030,40.0,89146.1343,0.014736758555106588
UKR,288467d701bda668,UKR.18.04.025,78605.9,2014,2050,36.0,50307.776,0.00857782213760605
BEL,288c29342f9708ce,BEL.2.2.3.10_1,79546.6,2011,2030,40.0,47727.96,0.017866800317204
CAN,2898d1be8ccc4d0a,CAN.35.39.036,2958000.0,2022,2050,100.0,0.0,0.025064211965874605
ESP,28a1f4cdae810b0b,ESP.10.03.03037,1036.5,2007,2030,40.0,621.9,0.014736758555106588
BEL,28ac0b1f1d20e2f8,BEL.2.1.3.10_1,65104.8,2011,2030,40.0,39062.88,0.017866800317204
ROU,28b2e0d4f43d330c,ROU.10.1874,75452.7,2008,2040,50.0,37726.35,0.012751399143162034
ESP,28b4b83ebde89180,ESP.09.25.25069,2281.8,2005,2030,40.41,1359.7246200000004,0.01366843156163533
JPN,28d75af1f1f0a81f,JPN.10.840,592000.0,2013,2026,30.0,414400.0,0.020386897344028876
AUS,28d99fbfdc5e6230,AUS.8.35_1,318000.0,2018,2023,3.0,308460.0,0.005929269389993275
BEL,28e68522aa5fd32a,BEL.2.2.1.8_1,442098.8,2011,2030,40.0,265259.27999999997,0.017866800317204
ISL,28f1c0137d830b5b,ISL.3.7_1,590907.0,2019,2040,100.0,0.0,0.03355778300702772
BEL,28f8d59bfe82c77c,BEL.3.1.1.27_1,158507.2,2006,2030,41.0,93519.24800000002,0.014419205798848589
ITA,290c57d1b174c774,ITA.8.39.002,94017.8,2008,2050,63.5,34316.497,0.011774561826544128
