,iso,entity_type,climactor_id,baseline_value,baseline_year,inv_year,target_year,target_value,target_record,GDAM_id,target_year_emission,annualised_ambition_from_baseline,annualised_ambition,2019_emissions_for_total_ambition,2030_emissions,absolute_ambition
2896,ITA,City,50a99d65d72c93fc,84618.0,2008,2015.0,2050,49.7,50a99d65d72c93fc_2050,ITA.8.34.013,42562.85399999999,0.009652552673540038,0.010976899417015185,76054.7263055369,67462.5138318082,8592.212473728694
2897,BEL,City,50c384807e43fe13,14069.0,2006,2006.0,2030,60.0,50c384807e43fe13_2030,BEL.3.4.5.5_1,5627.6,0.019776498891058036,0.019776498891058036,10851.497326058197,5627.6,5223.897326058197
2899,GBR,City,50c47fe37be75ccd,7095576.0,2018,2021.0,2045,100.0,50c47fe37be75ccd_2045,GBR.1.06.133,0.0,0.026004484707038644,0.029302236643492074,6911059.20242037,5190350.7699082345,1720708.4325121352
2902,UKR,City,50dc264db1fda8a4,29614.4,2016,2016.0,2030,30.0,50dc264db1fda8a4_2030,UKR.12.14.025,20730.079999999998,0.01891700620110659,0.01891700620110659,27965.344976335808,20730.079999999998,7235.2649763358095
2905,BEL,City,50e709b2bfa5f3b7,46378.7,2006,2018.0,2030,50.0,50e709b2bfa5f3b7_2030,BEL.3.3.3.10_1,23189.35,0.017037896605586855,0.04089873362667085,37093.39983382682,23189.35,13904.049833826823
2910,ESP,City,510945dcddfbf2ec,88534.8,2008,2008.0,2030,40.0,510945dcddfbf2ec_2030,ESP.10.12.12126,53120.88,0.015411747273741838,0.015411747273741838,74630.2950706553,53120.88,21509.415070655297
2913,ITA,City,517b7c6090f1c2c6,3712.8,2011,2011.0,2030,40.0,517b7c6090f1c2c6_2030,ITA.19.82.033,2227.68,0.017866800317204,0.017866800317204,3214.1392746990196,2227.68,986.4592746990197
2915,ITA,City,51952cbfeb1a464d,3068.995,2011,2011.0,2030,40.0,51952cbfeb1a464d_2030,ITA.19.82.062,1841.397,0.01786680031720378,0.017870577515618713,2656.802780476981,1841.397,815.4057804769809
2919,USA,City,5195c7160a6a440b,1171000.0,2017,2017.0,2030,60.0,5195c7160a6a440b_2030,USA.39.48.1600000US4206088,468400.0,0.0368156337251444,0.0368156337251444,1086364.9485439016,468400.0,617964.9485439016
2924,USA,City,5198d40443c714a9,1056169.0,2005,2021.0,2035,80.0,5198d40443c714a9_2035,USA.14.16.1600000US1724582,211233.79999999996,0.01978608919801461,0.04204204549540025,798409.0994439577,651993.9575522589,146415.14189169882
2932,ESP,City,51c044f300038a10,913.5,2005,2005.0,2030,32.0,51c044f300038a10_2030,ESP.09.17.17176,621.18,0.01116716186728528,0.01116716186728528,780.6005953239105,621.18,159.42059532391056
2933,BEL,City,51d18792657b7e38,88664.2,2012,2012.0,2030,40.0,51d18792657b7e38_2030,BEL.2.1.1.16_1,53198.52,0.018868708060818307,0.018868708060818307,77595.79558979743,53198.52,24397.275589797435
2934,ITA,City,51d1c6932b78a9b2,3366.6,2010,2010.0,2030,62.0,51d1c6932b78a9b2_2030,ITA.3.19.078,1279.308,0.024414579486432997,0.024414579486432997,2695.126982676503,1279.308,1415.8189826765029
2939,BEL,City,52442073a3568a85,189345.6,2011,2020.0,2030,40.0,52442073a3568a85_2030,BEL.2.1.2.5_1,113607.36,0.01786680031720378,0.027608798700199833,163914.8700310956,113607.36,50307.510031095604
2940,ITA,City,5253987fb341dc00,8385.3,2012,2012.0,2030,40.25,5253987fb341dc00_2030,ITA.19.87.043,5010.216749999999,0.018969701169556208,0.018969701169556208,7333.234102783136,5010.216749999999,2323.0173527831375
2942,ITA,City,52c8c2abf0709643,48424.71,2008,2008.0,2030,40.0,52c8c2abf0709643_2030,ITA.8.37.056,29054.825999999997,0.015411747273741838,0.01541223335602826,40819.54661907986,29054.825999999997,11764.720619079864
2944,ITA,City,52cb9da6ea19afe8,33327.8,2005,2019.0,2030,40.0,52cb9da6ea19afe8_2030,ITA.8.34.033,19996.68,0.01354986801622915,0.025595241343439712,27533.317316077868,19996.68,7536.637316077868
2951,BEL,City,52fd998d311b22d7,82664.5,2011,2011.0,2030,40.0,52fd998d311b22d7_2030,BEL.2.1.3.23_1,49598.7,0.01786680031720378,0.01786680031720378,71561.9521852396,49598.7,21963.252185239602
2955,GBR,City,5365ebc2552c0e89,1985771.0,2020,2019.0,2030,100.0,5365ebc2552c0e89_2030,GBR.1.05.90,0.0,0.07177346253629313,0.06504108943996267,2139317.2031322606,0.0,2139317.2031322606
2958,BEL,City,536c528b0b34656b,35231.06,2011,2017.0,2030,40.0,536c528b0b34656b_2030,BEL.2.4.2.5_1,21138.636,0.01786680031720378,0.031606998712459866,30499.227977611998,21138.636,9360.591977611999
2960,BEL,City,5387a8070a859bfb,27885.9,2011,2020.0,2030,40.0,5387a8070a859bfb_2030,BEL.2.2.1.13_1,16731.54,0.01786680031720378,0.030866236189260654,24140.585649733235,16731.54,7409.045649733234
2965,ITA,City,53c096683e50d358,18579.05,2011,2011.0,2030,40.0,53c096683e50d358_2030,ITA.19.84.009,11147.429999999998,0.017866800317204,0.017866738528587556,16083.72503005732,11147.429999999998,4936.295030057321
