,iso,entity_type,climactor_id,baseline_value,baseline_year,inv_year,target_year,target_value,target_record,GDAM_id,target_year_emission,annualised_ambition_from_baseline,annualised_ambition,2019_emissions_for_total_ambition,2030_emissions,absolute_ambition
5005,BEL,City,9329076054c48e58,90081.3,2012,2012.0,2030,40.0,9329076054c48e58_2030,BEL.2.1.1.22_1,54048.78,0.018868708060818307,0.018868708060818307,78835.99176740127,54048.78,24787.21176740127
5007,ESP,City,9339f8c20ca87fa6,162880.2,2005,2005.0,2030,55.0,9339f8c20ca87fa6_2030,ESP.04.07.07032,73296.09,0.01768475295469374,0.01768475295469374,126876.35230311553,73296.09,53580.26230311554
5008,USA,City,935e8acd92fc6c1a,1793719.0,2019,2019.0,2045,100.0,935e8acd92fc6c1a_2045,USA.22.14.1600000US2582000,0.0,0.0270180507087725,0.0270180507087725,1793719.0,1327110.3161361662,466608.6838638338
5012,ITA,City,9369021928455ad7,11636.5,2009,2009.0,2030,45.0,9369021928455ad7_2030,ITA.8.34.004,6400.075000000001,0.017850959992136373,0.017850959992136373,9718.435098217496,6400.075000000001,3318.3600982174958
5015,ITA,City,936d0f8ce66df628,22443.1,2009,2018.0,2030,40.0,936d0f8ce66df628_2030,ITA.8.33.042,13465.859999999999,0.016151535814308726,0.023842346481171006,19070.62668224474,13465.859999999999,5604.766682244741
5016,ITA,City,937a81185370865a,6891.439,2011,2011.0,2030,40.0,937a81185370865a_2030,ITA.11.43.003,4134.8634,0.01786680031720378,0.017866670384579564,5965.8599302662615,4134.8634,1830.9965302662613
5018,ESP,City,93802dd050826511,1894.8,2010,2015.0,2030,40.0,93802dd050826511_2030,ESP.10.46.46114,1136.8799999999999,0.01696592574647271,0.018282545698694808,1624.3534000732468,1136.8799999999999,487.4734000732469
5023,ESP,City,9384973142e31b18,2507.3,2010,2010.0,2030,40.0,9384973142e31b18_2030,ESP.12.32.32070,1504.38,0.01696592574647271,0.01696592574647271,2149.430694534332,1504.38,645.0506945343318
5025,ESP,City,938d2cf1816fbdea,4462.0,2010,2020.0,2030,40.0,938d2cf1816fbdea_2030,ESP.10.46.46195,2677.2,0.01696592574647271,0.034873535860188154,3825.1345108332425,2677.2,1147.9345108332427
5028,ESP,City,9392ff02258a1f79,1829.9,2005,2005.0,2030,40.18,9392ff02258a1f79_2030,ESP.09.25.25020,1094.6461800000002,0.0136019612961773,0.0136019612961773,1510.6301836796515,1094.6461800000002,415.9840036796513
5029,ESP,City,93a0a49b4e05d13c,4069.4,2012,2012.0,2030,40.0,93a0a49b4e05d13c_2030,ESP.12.32.32027,2441.64,0.018868708060818307,0.018868708060818307,3561.3960377821227,2441.64,1119.7560377821228
5030,ITA,City,93a63f2e028ca9cd,31049.91,2007,2007.0,2030,40.0,93a63f2e028ca9cd_2030,ITA.8.35.017,18629.946,0.014736758555106588,0.014736752465509095,25982.90521423121,18629.946,7352.95921423121
5043,ESP,City,941d1893e91e5c2f,5000.8,2010,2015.0,2030,40.0,941d1893e91e5c2f_2030,ESP.10.46.46260,3000.48,0.01696592574647271,0.020671193871417692,4287.031076148561,3000.48,1286.5510761485607
5044,ITA,City,943ae230c317a7a0,80265.3,2010,2010.0,2030,40.0,943ae230c317a7a0_2030,ITA.8.35.015,48159.18,0.01696592574647271,0.016970540090979425,68808.95765405278,48159.18,20649.777654052778
5047,BEL,City,9488b1c512453959,127911.4,2012,2012.0,2030,40.0,9488b1c512453959_2030,BEL.2.1.2.13_1,76746.84,0.018868708060818307,0.025376940394360892,111943.56739253063,76746.84,35196.727392530636
5048,BEL,City,949edbb7db769ee6,141205.7,2012,2012.0,2030,40.0,949edbb7db769ee6_2030,BEL.2.1.2.4_1,84723.42,0.018868708060818307,0.024738669609502217,123578.27210209148,84723.42,38854.85210209148
5049,LUX,City,949ee5e15335afa4,150070.5,2018,2018.0,2030,55.0,949ee5e15335afa4_2030,LUX.3.2.3_1,67531.72499999999,0.037196338236056725,0.037196338236056725,144488.42692274586,67531.72499999999,76956.70192274587
5061,ITA,City,94b20a25bf8c24ce,37016.8,2011,2011.0,2030,40.0,94b20a25bf8c24ce_2030,ITA.19.87.037,22210.08,0.01786680031720378,0.01786680031720378,32045.127855979015,22210.08,9835.047855979014
5064,ITA,City,94c5f4a8e4cf131a,2538.791,2005,2014.0,2030,40.0,94c5f4a8e4cf131a_2030,ITA.3.15.150,1523.2746,0.01354986801622915,0.03529788999894312,2097.3883125259586,1523.2746,574.1137125259586
5067,BEL,City,94ef1d8c52332825,56647.42,2011,2018.0,2030,40.0,94ef1d8c52332825_2030,BEL.2.4.2.22_1,33988.452,0.01786680031720378,0.026799371495846325,49039.1880608627,33988.452,15050.736060862706
5069,BEL,City,953335ea6440fe1a,43904.0,2006,2014.0,2030,43.0,953335ea6440fe1a_2030,BEL.3.1.1.3_1,25025.280000000002,0.01501470679771777,0.022635017009463354,36065.402967307,25025.280000000002,11040.122967307001
5070,BIH,City,954a4a10e01d8b52,8553.8,2013,2013.0,2030,100.0,954a4a10e01d8b52_2030,BIH.3.4.1_1,0.0,0.041616010650583846,0.041616010650583846,6628.211999357142,0.0,6628.211999357142
5071,UKR,City,954f4f07e1d179d9,39132.9,2017,2017.0,2030,32.24,954f4f07e1d179d9_2030,UKR.44.10.013,26516.45304,0.02172872444036722,0.02172872444036722,37450.76010693073,26516.45304,10934.307066930727
5074,ESP,City,9551fa9c7a5cd19e,11003.0,2005,2017.0,2030,40.0,9551fa9c7a5cd19e_2030,ESP.04.07.07035,6601.8,0.01354986801622915,0.023402984598213328,9089.981649818012,6601.8,2488.1816498180115
5079,BEL,City,9552572fbe398198,80826.9,2011,2020.0,2030,40.0,9552572fbe398198_2030,BEL.2.1.3.13_1,48496.13999999999,0.017866800317204,0.02860784459982524,69971.1575474494,48496.13999999999,21475.01754744941
5084,ITA,City,95b815e103892a1e,23571.5,2007,2007.0,2030,40.0,95b815e103892a1e_2030,ITA.6.30.080,14142.9,0.014736758555106588,0.014736758555106588,19724.889710058775,14142.9,5581.989710058775
5085,ESP,City,95cda732d1827af5,3250.9,2005,2005.0,2030,25.0,95cda732d1827af5_2030,ESP.09.17.17054,2438.175,0.008965695270398477,0.008965695270398477,2865.795793379507,2438.175,427.6207933795067
5086,ITA,City,95dbbfd3f2b2c794,42162.2,2010,2010.0,2030,40.0,95dbbfd3f2b2c794_2030,ITA.5.28.106,25297.319999999996,0.01696592574647271,0.01696592574647271,36144.34923188107,25297.319999999996,10847.029231881072
5087,ESP,City,95ebd8f50f94ae3c,1440.471,2005,2005.0,2030,40.0,95ebd8f50f94ae3c_2030,ESP.09.17.17043,864.2826,0.01354986801622915,0.013556246056005028,1190.0258981273291,864.2826,325.7432981273291
5096,ESP,City,9604f7dd93ec6bdd,7275.0,2005,2005.0,2030,40.94,9604f7dd93ec6bdd_2030,ESP.09.25.25230,4296.615,0.013821205085924326,0.013821205085924326,5987.0410699767945,4296.615,1690.4260699767947
5100,ITA,City,961bad1e51ab737c,25772.7,2005,2017.0,2030,45.0,961bad1e51ab737c_2030,ITA.5.27.016,14174.985000000002,0.014973539054925045,0.01676599002350998,20865.58085594306,14174.985000000002,6690.595855943056
5107,ITA,City,96636d82833de941,26479.5,2011,2011.0,2030,45.0,96636d82833de941_2030,ITA.19.87.025,14563.725,0.01974844736940895,0.01974844736940895,22574.08162766915,14563.725,8010.356627669151
5108,ESP,City,96764216c98631e3,23869.4,2016,2016.0,2030,40.0,96764216c98631e3_2030,ESP.12.15.15046,14321.640000000001,0.024324869001833394,0.024324869001833394,22169.56688148053,14321.640000000001,7847.926881480527
5111,ESP,City,96a0f5fd310368f2,33474.0,2005,2005.0,2030,40.0,96a0f5fd310368f2_2030,ESP.09.43.43047,20084.399999999998,0.01354986801622915,0.014495748541913045,27654.098495501967,20084.399999999998,7569.698495501969
5114,ESP,City,96a34d98db21ca26,4373.0,2007,2019.0,2030,40.0,96a34d98db21ca26_2030,ESP.10.03.03109,2623.7999999999997,0.014736758555106588,0.029239422491130096,3659.374358954119,2623.7999999999997,1035.5743589541194
5118,ITA,City,96c9db6f02050013,1120559.3,2004,2017.0,2050,100.0,96c9db6f02050013_2050,ITA.8.34.027,0.0,0.015182517950348418,0.021226606315364105,890781.2875091489,759183.1725184672,131598.11499068176
5119,ESP,City,96d277037b458b66,2245.7,2010,2010.0,2030,40.0,96d277037b458b66_2030,ESP.10.46.46001,1347.4199999999998,0.01696592574647271,0.01696592574647271,1925.169110483687,1347.4199999999998,577.7491104836872
5121,ESP,City,96e8b28e5e45909f,4624.9,2005,2005.0,2030,42.0,96e8b28e5e45909f_2030,ESP.09.43.43079,2682.442,0.014125104588171622,0.014125104588171622,3789.7246403745535,2682.442,1107.2826403745535
5127,ESP,City,9729736cef179413,4154.0,2014,2014.0,2030,40.0,9729736cef179413_2030,ESP.05.38.38003,2492.4,0.021252193235536287,0.021252193235536287,3730.9592149767786,2492.4,1238.5592149767785
5129,ESP,City,974b9c516acbd515,10584.6,2012,2012.0,2030,40.0,974b9c516acbd515_2030,ESP.12.32.32081,6350.76,0.018868708060818307,0.018868708060818307,9263.2703842111,6350.76,2912.5103842111002
5133,ESP,City,974f2521fcbd8aff,834539.6,2008,2017.0,2030,40.0,974f2521fcbd8aff_2030,ESP.14.30.30016,500723.75999999995,0.015411747273741838,0.018406356441152072,703474.0756871494,500723.75999999995,202750.31568714947
5139,ESP,City,975fd0ec8eb26359,184528.6,2005,2017.0,2030,41.4,975fd0ec8eb26359_2030,ESP.04.07.07036,108133.75960000002,0.013953354568314369,0.024722799717316724,151575.1916578457,108133.75960000002,43441.43205784567
5142,GBR,City,9760d81b42e182a6,2920000.0,2000,2019.0,2030,55.0,9760d81b42e182a6_2030,GBR.1.05.88,1313999.9999999998,0.014715723298927674,0.021586973225404815,2203191.9974034405,1313999.9999999998,889191.9974034408
5149,ESP,City,97a3f4f6924dfe9d,31555.37,2005,2016.0,2030,40.0,97a3f4f6924dfe9d_2030,ESP.09.08.08251,18933.221999999998,0.01354986801622915,0.019006206896337696,26069.047919041877,18933.221999999998,7135.825919041879
5152,BEL,City,97a610331f4db864,457773.2,2011,2017.0,2030,40.0,97a610331f4db864_2030,BEL.2.3.1.1_1,274663.92,0.017866800317204,0.021417776782583386,396290.35257074155,274663.92,121626.43257074157
5153,BEL,City,97babb901e75c769,93561.5,2006,2006.0,2030,40.0,97babb901e75c769_2030,BEL.3.3.2.13_1,56136.9,0.014118413069381885,0.014118413069381885,77771.2352776693,56136.9,21634.3352776693
5155,ESP,City,97be8fa3c08e7a2f,6189.2,2010,2015.0,2030,40.0,97be8fa3c08e7a2f_2030,ESP.10.46.46048,3713.5199999999995,0.01696592574647271,0.021059715969386605,5305.809617760893,3713.5199999999995,1592.2896177608936
5165,BEL,City,97f140a24d1efe29,35780.0,2011,2017.0,2030,40.0,97f140a24d1efe29_2030,BEL.2.4.1.15_1,21468.0,0.01786680031720378,0.024220905385206937,30974.440650918747,21468.0,9506.440650918747
5166,ITA,City,97f4c3d03bbf278c,3033.2,2015,2015.0,2030,40.0,97f4c3d03bbf278c_2030,ITA.19.83.067,1819.9199999999998,0.02268495988716035,0.02268495988716035,2767.1925285548614,1819.9199999999998,947.2725285548615
5169,UKR,City,984d2568094afcc5,392486.6,2014,2014.0,2030,30.0,984d2568094afcc5_2030,UKR.59.10.017.001,274740.62,0.01653294778221892,0.01653294778221892,361097.0234477222,274740.62,86356.4034477222
5172,ESP,City,988dce366af0cd0d,7911.0,2010,2010.0,2030,40.0,988dce366af0cd0d_2030,ESP.10.46.46063,4746.599999999999,0.01696592574647271,0.01696592574647271,6781.855471806764,4746.599999999999,2035.255471806765
5173,UKR,City,989486b1947f32df,42016.6,2014,2014.0,2030,33.21,989486b1947f32df_2030,UKR.23.10.007,28062.887139999995,0.018083858297482713,0.018083858297482713,38352.43154509491,28062.887139999995,10289.544405094912
5174,ITA,City,9896a87043a0a06e,1413.652,2011,2011.0,2030,40.0,9896a87043a0a06e_2030,ITA.19.83.026,848.1912,0.01786680031720378,0.017867579862847593,1223.786472192638,848.1912,375.59527219263805
5177,BEL,City,98b3a30432d4428b,407236.7,2011,2020.0,2030,40.0,98b3a30432d4428b_2030,BEL.2.2.1.4_1,244342.02,0.01786680031720378,0.019919479642325655,352541.33580285084,244342.02,108199.31580285085
5181,BEL,City,98bdf2cb749f118a,35933.9,2011,2014.0,2030,40.0,98bdf2cb749f118a_2030,BEL.2.2.3.7_1,21560.34,0.01786680031720378,0.01786680031720378,31107.670567525132,21560.34,9547.330567525132
5184,UKR,City,98cc9965f136ff7d,271105.9,2017,2017.0,2030,36.61,98cc9965f136ff7d_2030,UKR.14.16.007.001,171854.03001000002,0.02428716346826909,0.02428716346826909,258097.0296156474,171854.03001000002,86242.99960564738
5187,ESP,City,98ce33e5d9d5c845,914.9,2010,2015.0,2030,40.0,98ce33e5d9d5c845_2030,ESP.10.46.46038,548.9399999999999,0.01696592574647271,0.016835723859871754,784.3154558407291,548.9399999999999,235.37545584072916
5191,BIH,City,98ed3d7f22f03d41,68851.8,2005,2020.0,2030,40.0,98ed3d7f22f03d41_2030,BIH.2.8.5_1,41311.08,0.01354986801622915,0.022503350221010132,56880.9959608234,41311.08,15569.915960823397
5196,ITA,City,98ed427317563e3e,11821.9,2008,2015.0,2050,63.6,98ed427317563e3e_2050,ITA.8.39.003,4303.1716,0.0117892912955877,0.015134070793439314,10376.058105363367,11103.215834777691,-727.1577294143244
5201,ESP,City,98ee41f7eb3cc25c,26787.87015,2005,2018.0,2030,40.0,98ee41f7eb3cc25c_2030,ESP.04.07.07023,16072.72209,0.01354986801622915,0.01687743569482225,22130.441525148384,16072.72209,6057.719435148385
5203,ITA,City,990e3b27c82a9ef9,14758.1,2013,2013.0,2030,40.0,990e3b27c82a9ef9_2030,ITA.5.24.040,8854.86,0.019989654407636115,0.019989654407636115,13074.178533625392,8854.86,4219.318533625392
5204,ESP,City,990e52be1e604ec1,3588.536,2005,2005.0,2030,40.0,990e52be1e604ec1_2030,ESP.09.17.17038,2153.1216,0.01354986801622915,0.012683194889331117,2964.621138754097,2153.1216,811.4995387540971
5207,ESP,City,9936d14b645b4877,45047.7,2013,2021.0,2030,42.0,9936d14b645b4877_2030,ESP.12.36.36052,26127.666,0.02084107903571697,0.039745816102695564,39700.11204434736,26127.666,13572.446044347362
5208,ESP,City,9942d792bce16c54,8972.9,2018,2018.0,2030,40.0,9942d792bce16c54_2030,ESP.12.15.15064,5383.74,0.028436155726361267,0.028436155726361267,8717.745218282933,5383.74,3334.005218282933
5213,ESP,City,996e5b2f98faa7cf,8351.0,2011,2011.0,2030,40.0,996e5b2f98faa7cf_2030,ESP.11.06.06006,5010.599999999999,0.017866800317204,0.017866800317204,7229.389431968194,5010.599999999999,2218.7894319681945
5215,ESP,City,9975050248e3a242,1636.153,2007,2015.0,2030,40.0,9975050248e3a242_2030,ESP.10.03.03117,981.6918,0.014736758555106588,0.02167590303091438,1369.1507741883968,981.6918,387.45897418839684
5216,ITA,City,99a71fdebcf79981,301.6,2011,2011.0,2030,64.0,99a71fdebcf79981_2030,ITA.19.83.071,108.57600000000001,0.026378558715508982,0.026378558715508982,243.5299461727556,108.57600000000001,134.9539461727556
5218,ESP,City,9a072ee9a3f8854f,3694.7,2010,2015.0,2030,40.0,9a072ee9a3f8854f_2030,ESP.10.46.46150,2216.8199999999997,0.01696592574647271,0.022337636136979144,3167.3519670944825,2216.8199999999997,950.5319670944828
5219,ITA,City,9a1593e24c138e5a,3631.619,2011,2011.0,2030,40.0,9a1593e24c138e5a_2030,ITA.19.82.065,2178.9714,0.017866800317204,0.017866680196845897,3143.861575803485,2178.9714,964.8901758034849
5220,ESP,City,9a1c9c51cb8952df,31350.64,2005,2005.0,2030,40.0,9a1c9c51cb8952df_2030,ESP.09.17.17049,18810.384,0.01354986801622915,0.012832454394087423,25899.912961015227,18810.384,7089.528961015229
5221,USA,City,9a27cfb1a8000457,5148339.0,2018,2022.0,2030,63.3,9a27cfb1a8000457_2030,USA.10.48.1600000US1253000,1889440.413,0.04171483442485058,0.06968219546985543,4933576.891051999,1889440.413,3044136.4780519996
5224,ESP,City,9a845ac394435832,36169.3,2005,2005.0,2030,23.0,9a845ac394435832_2030,ESP.09.17.17086,27850.361000000004,0.008314945494678039,0.008314945494678039,32179.023235327903,27850.361000000004,4328.662235327898
5226,BEL,City,9a8bc8bde72378ef,59512.4,2006,2018.0,2030,43.0,9a8bc8bde72378ef_2030,BEL.3.3.3.21_1,33922.06800000001,0.01501470679771777,0.03139933086130764,48887.08745334278,33922.06800000001,14965.019453342771
5227,ESP,City,9a9dcbda50909069,1627.5,2005,2005.0,2030,40.0,9a9dcbda50909069_2030,ESP.09.43.43069,976.5,0.01354986801622915,0.01354986801622915,1344.5374111677556,976.5,368.03741116775564
5233,ITA,City,9abde1b122512ee9,49885.5,2005,2017.0,2030,40.0,9abde1b122512ee9_2030,ITA.5.27.032,29931.3,0.01354986801622915,0.009610510545541961,41212.2402610194,29931.3,11280.940261019397
5234,ESP,City,9abe50a27d3bcaac,5988.2,2010,2010.0,2030,40.0,9abe50a27d3bcaac_2030,ESP.12.15.15079,3592.9199999999996,0.01696592574647271,0.01696592574647271,5133.498538272439,3592.9199999999996,1540.5785382724393
5235,ESP,City,9acd654ce9a3808c,19958.5,2010,2010.0,2030,43.57,9acd654ce9a3808c_2030,ESP.10.46.46166,11262.58155,0.018247107370903626,0.018247107370903626,16910.155618394896,11262.58155,5647.574068394895
5236,BEL,City,9ad5569fa57dabc0,100317.8,2006,2006.0,2030,40.0,9ad5569fa57dabc0_2030,BEL.3.2.1.3_1,60190.68,0.014118413069381885,0.014118413069381885,83387.28244350693,60190.68,23196.602443506934
5238,ESP,City,9adbf7950c15c442,63350.5022,2005,2005.0,2030,40.0,9adbf7950c15c442_2030,ESP.09.08.08033,38010.30132,0.01354986801622915,0.01354986741283537,52336.17218074667,38010.30132,14325.870860746669
5239,ITA,City,9aec9756c88c5a35,2501.472,2011,2011.0,2030,40.0,9aec9756c88c5a35_2030,ITA.19.83.023,1500.8832,0.017866800317204,0.0178670573077222,2165.5029626588844,1500.8832,664.6197626588844
5240,ESP,City,9b0080540ec9e287,26447.9,2015,2015.0,2030,40.0,9b0080540ec9e287_2030,ESP.12.15.15067,15868.74,0.02268495988716035,0.02268495988716035,24128.455517594004,15868.74,8259.715517594004
5242,HUN,City,9b02f0c13917f424,143632.5,2010,2010.0,2030,43.0,9b02f0c13917f424_2030,HUN.08.035.0668,81870.52500000001,0.018044593535476938,0.018044593535476938,121921.0264328321,81870.52500000001,40050.5014328321
5243,UKR,City,9b180d0ec31429c7,351226.5,2011,2011.0,2030,33.08,9b180d0ec31429c7_2030,UKR.14.12.021.001,235040.7738,0.015154752701180385,0.015154752701180385,310835.93678813573,235040.7738,75795.16298813574
5244,ESP,City,9b3567cc1064d47c,2953.0,2019,2019.0,2030,40.0,9b3567cc1064d47c_2030,ESP.12.32.32074,1771.8,0.031061016501513494,0.031061016501513494,2953.0,1771.8,1181.2
5245,ESP,City,9b3a3f93fa99ebf2,17319.0,2018,2018.0,2030,40.0,9b3a3f93fa99ebf2_2030,ESP.12.27.27013,10391.4,0.028436155726361267,0.028436155726361267,16826.51421897515,10391.4,6435.11421897515
5246,ITA,City,9b6e2fa5b2c0b698,61546.3,2010,2010.0,2030,40.0,9b6e2fa5b2c0b698_2030,ITA.5.27.020,36927.78,0.01696592574647271,0.01696592574647271,52761.73826626984,36927.78,15833.958266269838
5249,GBR,City,9b7dc77d5f5e68d0,3342505.0,2019,2019.0,2038,100.0,9b7dc77d5f5e68d0_2038,GBR.1.02.66,0.0,0.03715504444619189,0.03715504444619189,3342505.0,2203900.6821991247,1138604.3178008753
5252,ESP,City,9b93fbeb461b28ab,53660.2,2006,2006.0,2030,42.0,9b93fbeb461b28ab_2030,ESP.06.39.39079,31122.916,0.014717961039953265,0.014717961039953265,44252.686851609215,31122.916,13129.770851609213
5254,ESP,City,9b9e33f29f864517,1463.2,2010,2015.0,2030,40.0,9b9e33f29f864517_2030,ESP.10.46.46180,877.92,0.01696592574647271,0.01709365959928344,1254.3560771517707,877.92,376.43607715177075
5255,ESP,City,9baab07aa49f091f,45834.7,2005,2005.0,2030,40.0,9baab07aa49f091f_2030,ESP.01.14.14052,27500.819999999996,0.01354986801622915,0.01354986801622915,37865.725886114116,27500.819999999996,10364.90588611412
5258,ESP,City,9bdbff17d9e4364f,53667.1,2012,2017.0,2030,40.0,9bdbff17d9e4364f_2030,ESP.05.35.35023,32200.26,0.018868708060818307,0.024598535210742956,46967.56212199757,32200.26,14767.302121997574
5262,FRA,City,9bff7fa0785b4e32,2241695.6,1990,2019.0,2030,40.0,9bff7fa0785b4e32_2030,FRA.MA.246700488,1345017.36,0.008447284564975455,0.01080408233556085,1752810.9501911115,1345017.36,407793.59019111143
5263,ESP,City,9c022c24bddf4af0,186.2903,2007,2007.0,2030,40.0,9c022c24bddf4af0_2030,ESP.10.03.03036,111.77418,0.014736758555106588,0.016275752763609486,155.889766096929,111.77418,44.11558609692901
5264,ESP,City,9c4ff9c88cf74d48,18522.1,2010,2010.0,2030,40.0,9c4ff9c88cf74d48_2030,ESP.12.15.15042,11113.259999999998,0.01696592574647271,0.01696592574647271,15878.423111408425,11113.259999999998,4765.163111408427
5370,ESP,City,9c741eda6c8e8082,3717.8,2005,2017.0,2030,40.51,9c741eda6c8e8082_2030,ESP.04.07.07007,2211.71922,0.01369729908001971,0.020541372185455486,3064.990528709317,2211.71922,853.271308709317
5373,ESP,City,9c79d7e25d16052c,13998.0,2016,2016.0,2030,40.12,9c79d7e25d16052c_2030,ESP.12.15.15055,8382.0024,0.024387557825547024,0.024387557825547024,12998.641918169873,8382.0024,4616.639518169874
5377,BEL,City,9cb5eec156a7bbdf,578685.7,2011,2018.0,2050,100.0,9cb5eec156a7bbdf_2050,BEL.2.5.1.3_1,0.0,0.01793188433739057,0.01793188433739057,500697.75079191703,410330.08872577467,90367.66206614237
5381,USA,City,9cc9a6924ae46997,109833.94,2016,2021.0,2030,60.0,9cc9a6924ae46997_2030,USA.6.7.1600000US0875640,43933.576,0.034141576406921725,0.04915557812242599,98963.94025808315,43933.576,55030.36425808315
5388,USA,City,9ce1f6cad1fb6c16,20451696.0,2019,2019.0,2050,100.0,9ce1f6cad1fb6c16_2050,USA.39.51.1600000US4260000,0.0,0.022611435601268326,0.022611435601268326,20451696.0,15902635.91710646,4549060.082893539
5394,ARG,City,9d1ab0e87939b4e0,37516.59,2020,2020.0,2030,16.71,9d1ab0e87939b4e0_2030,ARG.82.056.0133,31247.567810999997,0.01557220655182845,0.01557220655182845,38110.047531866214,31247.567810999997,6862.479720866217
5398,ITA,City,9d22836d7f6844c4,58871.7,2007,2019.0,2030,40.0,9d22836d7f6844c4_2030,ITA.5.26.010,35323.02,0.014736758555106588,0.012786700229203696,49264.48420947615,35323.02,13941.464209476151
5400,ESP,City,9d3fb499133da598,5920.6,2010,2010.0,2030,40.0,9d3fb499133da598_2030,ESP.12.32.32082,3552.36,0.01696592574647271,0.01696592574647271,5075.547150344979,3552.36,1523.1871503449788
5401,BEL,City,9d4746bd2c5bd884,27929.7,2013,2013.0,2030,40.0,9d4746bd2c5bd884_2030,BEL.3.2.4.11_1,16757.82,0.019989654407636115,0.019989654407636115,24742.879109817466,16757.82,7985.059109817466
5402,ITA,City,9d4861b88f7563bb,7973.3,2014,2014.0,2030,40.0,9d4861b88f7563bb_2030,ITA.3.18.159,4783.98,0.021252193235536287,0.021252193235536287,7161.304070480104,4783.98,2377.3240704801046
5403,ESP,City,9d49387701aa263e,15286.4,2020,2020.0,2030,57.0,9d49387701aa263e_2030,ESP.10.03.03118,6573.152000000001,0.0461403787417245,0.0461403787417245,16025.83824633973,6573.152000000001,9452.68624633973
5404,ITA,City,9d7bb3105cdd60e2,1978.31,2010,2010.0,2030,40.0,9d7bb3105cdd60e2_2030,ITA.12.59.012,1186.9859999999999,0.01696592574647271,0.016965815590533673,1695.9439386209126,1186.9859999999999,508.9579386209127
5406,ESP,City,9d8a9ca130b05ea1,893.8855,2007,2016.0,2030,40.0,9d8a9ca130b05ea1_2030,ESP.10.03.03010,536.3312999999999,0.014736758555106588,0.004006802253942121,748.0131896960627,536.3312999999999,211.68188969606274
5407,ESP,City,9da07686cb744dae,3269.9,2017,2017.0,2030,40.0,9da07686cb744dae_2030,ESP.12.32.32037,1961.94,0.026220339705550266,0.026220339705550266,3100.6722989636987,1961.94,1138.7322989636987
5412,BEL,City,9dace93e23fc55a9,26720.4,2011,2020.0,2030,40.0,9dace93e23fc55a9_2030,BEL.2.1.3.25_1,16032.24,0.01786680031720378,0.027370286979219616,23131.622246193663,16032.24,7099.382246193663
5413,ESP,City,9dbdd5aa4dca3edf,71798.2,2005,2005.0,2030,40.0,9dbdd5aa4dca3edf_2030,ESP.04.07.07061,43078.92,0.01354986801622915,0.01354986801622915,59315.125010448384,43078.92,16236.205010448386
5414,ITA,City,9dcb0e943faf7070,20932.99,2011,2011.0,2030,40.0,9dcb0e943faf7070_2030,ITA.19.84.030,12559.794,0.017866800317204,0.017866811285244477,18121.510799364856,12559.794,5561.716799364856
5417,ITA,City,9dfa810efa4ac617,175378.5,2005,2017.0,2030,40.0,9dfa810efa4ac617_2030,ITA.5.27.033,105227.09999999999,0.01354986801622915,0.012226606023073794,144886.607904445,105227.09999999999,39659.50790444501
5421,ITA,City,9e0dee28299b509d,2019.908,2011,2011.0,2030,40.0,9e0dee28299b509d_2030,ITA.19.82.026,1211.9448,0.01786680031720378,0.017866709384306345,1748.6171175605361,1211.9448,536.6723175605362
5422,ITA,City,9e112cd4cf910ed4,1556.668,2011,2011.0,2030,40.0,9e112cd4cf910ed4_2030,ITA.19.83.040,934.0007999999999,0.01786680031720378,0.018052755940209053,1347.5942028838563,934.0007999999999,413.59340288385636
5423,BEL,City,9e23051493d62643,117053.3,2011,2011.0,2030,40.0,9e23051493d62643_2030,BEL.2.3.4.4_1,70231.98,0.01786680031720378,0.01786680031720378,101332.04286875873,70231.98,31100.06286875873
5428,ESP,City,9e37edcf86667b81,26221.0,2018,2018.0,2030,40.0,9e37edcf86667b81_2030,ESP.12.15.15045,15732.599999999999,0.028436155726361267,0.028436155726361267,25475.37556069908,15732.599999999999,9742.775560699083
5429,ITA,City,9e393137077ba54b,3027.8,2011,2011.0,2030,40.0,9e393137077ba54b_2030,ITA.19.83.062,1816.68,0.01786680031720378,0.01786680031720378,2621.14062053806,1816.68,804.4606205380599
5431,BEL,City,9e6b33932138977d,116999.2,2006,2012.0,2030,40.0,9e6b33932138977d_2030,BEL.3.3.2.17_1,70199.51999999999,0.014118413069381885,0.012256231307774312,97253.3821122907,70199.51999999999,27053.862112290706
5434,ESP,City,9e71a793fb3ed436,95594.8,2007,2013.0,2030,40.0,9e71a793fb3ed436_2030,ESP.01.18.18021,57356.88,0.014736758555106588,0.007033436550598182,79994.77703392344,57356.88,22637.897033923444
5435,ITA,City,9e868ff7b414f9c7,3052.265,2011,2011.0,2030,40.0,9e868ff7b414f9c7_2030,ITA.19.87.046,1831.359,0.01786680031720378,0.017867063586601395,2642.3197622519983,1831.359,810.9607622519984
5436,BEL,City,9eadffea65296664,244176.0,2011,2011.0,2030,40.0,9eadffea65296664_2030,BEL.2.5.3.2_1,146505.6,0.01786680031720378,0.01786683792836352,211381.07938453706,146505.6,64875.47938453706
5440,ITA,City,9f08e8b80bb03946,53528.1,2008,2019.0,2030,40.0,9f08e8b80bb03946_2030,ITA.8.37.062,32116.859999999997,0.015411747273741838,0.02170610045962329,45121.44261433406,32116.859999999997,13004.582614334064
